,종목_list,매출액,유동자산,유동부채,자산총계,부채총계,ROA,이익잉여금,자기자본,x1,x2,x3,x4,x5,z_score
512,KH 필룩스,1351,1284,1398,4168,1444,-3.2,196,2724,-0.03,0.05,-3.2,1.89,0.32,-9.07
513,하나투어,6146,4082,4075,10076,7897,-1.4,969,2179,0.0,0.1,-1.4,0.28,0.61,-3.7
515,하이스틸,2143,832,592,2343,1067,0.0,698,1276,0.1,0.3,0.0,1.2,0.91,2.17
516,하이트진로,20351,7823,13589,32709,22377,-1.3,2389,10332,-0.18,0.07,-1.3,0.46,0.62,-3.51
517,하이트진로홀딩스,20263,8051,16587,38367,28541,-1.0,5268,9826,-0.22,0.14,-1.0,0.34,0.53,-2.63
518,한국가스공사,249826,92328,89005,393119,311653,0.2,53977,81466,0.01,0.14,0.2,0.26,0.64,1.66
519,한국공항,5038,2037,497,4647,1417,3.7,2591,3230,0.33,0.56,3.7,2.28,1.08,15.84
520,한국내화,2224,702,539,2093,688,2.1,940,1405,0.08,0.45,2.1,2.04,1.06,9.94
521,한국단자,7721,3994,1225,8856,1754,3.7,6817,7102,0.31,0.77,3.7,4.05,0.87,16.96
522,한국석유,4854,1416,875,2928,1541,-2.6,1340,1387,0.18,0.46,-2.6,0.9,1.66,-5.52
523,한국전력,591729,194830,242317,1975978,1287081,-1.2,492021,688897,-0.02,0.25,-1.2,0.54,0.3,-3.01
524,한국전자홀딩스,2170,1610,1004,3899,1476,-6.1,-90,2423,0.16,-0.02,-6.1,1.64,0.56,-18.42
525,한국제지,7234,3856,2439,7582,2717,-4.3,4119,4865,0.19,0.54,-4.3,1.79,0.95,-11.18
526,한국주철관,4372,1746,686,3567,786,4.0,1651,2781,0.3,0.46,4.0,3.54,1.23,17.56
527,한국카본,2734,2213,667,3976,849,4.7,2275,3127,0.39,0.57,4.7,3.68,0.69,19.67
528,한국콜마,13789,6460,7074,24003,15524,1.5,2323,8479,-0.03,0.1,1.5,0.55,0.57,5.95
529,한국콜마홀딩스,4995,3071,3494,10919,4913,7.2,2062,6006,-0.04,0.19,7.2,1.22,0.46,25.17
530,한국타이어앤테크놀로지,68833,41137,21311,101646,29774,4.3,43437,71872,0.2,0.43,4.3,2.41,0.68,17.16
531,한국앤컴퍼니,8476,5244,1351,36071,2285,4.6,20086,33786,0.11,0.56,4.6,14.79,0.23,25.2
532,한국프랜지,9540,3703,3600,6523,4241,1.7,1639,2282,0.02,0.25,1.7,0.54,1.46,7.77
533,한국항공우주,31102,26548,22029,43671,31840,4.1,5483,11831,0.1,0.13,4.1,0.37,0.71,14.76
534,한국화장품,1312,476,378,813,461,-19.5,94,352,0.12,0.12,-19.5,0.76,1.61,-61.97
535,한독,4730,3096,2679,7487,4047,4.8,2604,3440,0.06,0.35,4.8,0.85,0.63,17.54
536,한라,13049,6871,9861,15882,13271,0.2,-1298,2611,-0.19,-0.08,0.2,0.2,0.82,1.26
537,한라홀딩스,7984,3223,4945,17604,8743,2.4,6430,8861,-0.1,0.37,2.4,1.01,0.45,9.37
538,한미글로벌,2947,1332,482,2036,795,11.3,833,1241,0.42,0.41,11.3,1.56,1.45,40.75
539,한미반도체,1204,1295,318,2575,378,7.7,2089,2197,0.38,0.81,7.7,5.81,0.47,30.96
540,한미사이언스,8166,2171,2282,9108,2651,3.4,3559,6457,-0.01,0.39,3.4,2.44,0.9,14.12
541,한미약품,11137,6622,4718,19137,10914,3.5,3238,8223,0.1,0.17,3.5,0.75,0.58,12.94
542,한샘,16984,4787,4073,12026,5893,4.0,6945,6133,0.06,0.58,4.0,1.04,1.41,16.12
543,한섬,12598,7198,2180,13236,2781,6.6,9488,10455,0.38,0.72,6.6,3.76,0.95,26.45
544,한세실업,16150,7397,6410,11795,7245,-1.5,3501,4550,0.08,0.3,-1.5,0.63,1.37,-2.69
545,한세엠케이,3075,1362,761,1847,841,-22.4,801,1006,0.33,0.43,-22.4,1.2,1.66,-70.54
546,한세예스24홀딩스,27367,9943,9469,17314,11355,0.2,2537,5959,0.03,0.15,0.2,0.52,1.58,2.8
547,한솔PNS,2339,876,598,1034,624,3.2,165,410,0.27,0.16,3.2,0.66,2.26,13.76
548,한솔로지스틱스,4607,991,907,1668,1197,4.0,847,471,0.05,0.51,4.0,0.39,2.76,16.97
549,한솔제지,16791,5890,7216,17433,11312,2.3,1213,6121,-0.08,0.07,2.3,0.54,0.96,8.88
550,한솔케미칼,5443,3067,1943,9392,4186,10.5,3718,5206,0.12,0.4,10.5,1.24,0.58,36.68
551,한솔테크닉스,9722,2113,1986,4953,2335,1.3,409,2618,0.03,0.08,1.3,1.12,1.96,7.07
552,한솔홀딩스,3463,2104,1784,6664,2103,2.6,886,4561,0.05,0.13,2.6,2.17,0.52,10.64
553,한솔홈데코,2639,754,915,2958,1416,-1.5,412,1542,-0.05,0.14,-1.5,1.09,0.89,-3.27
554,한신공영,16233,9174,7324,16510,11372,4.2,3830,5138,0.11,0.23,4.2,0.45,0.98,15.56
555,한신기계,528,622,106,940,130,1.8,568,810,0.55,0.6,1.8,6.23,0.56,11.74
556,한온시스템,71542,29224,20915,70824,47449,5.2,23182,23375,0.12,0.33,5.2,0.49,1.01,19.07
557,한올바이오파마,1085,1343,274,1914,510,10.8,-31,1404,0.56,-0.02,10.8,2.75,0.57,38.5
558,한익스프레스,5774,958,1194,2758,2039,2.1,636,719,-0.09,0.23,2.1,0.35,2.09,9.44
559,한일홀딩스,16518,11161,7443,33000,15576,1.5,19376,17424,0.11,0.59,1.5,1.12,0.5,7.08
560,한일철강,1730,797,980,3194,1703,-3.5,1305,1491,-0.06,0.41,-3.5,0.88,0.54,-9.98
561,한전KPS,12470,7834,2490,13594,2960,11.6,10551,10634,0.39,0.78,11.6,3.59,0.92,42.91
562,한전기술,4486,2576,2235,7352,2430,3.5,4952,4922,0.05,0.67,3.5,2.03,0.61,14.38
563,한전산업,2896,950,496,1667,814,10.7,686,853,0.27,0.41,10.7,1.05,1.74,38.58
564,한진,20623,4176,5162,35484,24945,-0.1,5731,10539,-0.03,0.16,-0.1,0.42,0.58,0.69
565,HJ중공업,16288,13005,18452,24702,22252,11.8,-12935,2450,-0.22,-0.52,11.8,0.11,0.66,38.67
566,한진중공업홀딩스,8776,3535,6253,18607,15002,1.6,-4734,3605,-0.15,-0.25,1.6,0.24,0.47,5.36
567,한진칼,12035,6667,5994,26937,12730,-9.4,-5776,14207,0.02,-0.21,-9.4,1.12,0.45,-30.17
568,한창,601,467,372,918,651,-1.8,-27,267,0.1,-0.03,-1.8,0.41,0.65,-4.97
569,한화,504124,152427,160027,1822862,1640222,0.1,36007,182640,-0.0,0.02,0.1,0.11,0.28,0.7
570,한화솔루션,94574,53227,58310,156811,98753,-1.6,41759,58058,-0.03,0.27,-1.6,0.59,0.6,-3.98
571,한화에어로스페이스,52641,45636,33290,87084,58531,2.0,14759,28553,0.14,0.17,2.0,0.49,0.6,7.9
573,해성디에스,3814,1275,885,3266,1180,5.8,1017,2086,0.12,0.31,5.8,1.77,1.17,21.95
574,해태제과식품,5393,1499,3087,7569,5127,-4.5,1558,2442,-0.21,0.21,-4.5,0.48,0.71,-13.81
575,핸즈코퍼레이션,6177,3444,3226,8511,5268,0.9,2210,3243,0.03,0.26,0.9,0.62,0.73,4.47
576,HDC현대EP,8351,3586,2171,5473,2638,2.3,2589,2835,0.26,0.47,2.3,1.07,1.53,10.73
577,현대건설,172788,131720,67709,182270,95120,3.2,53252,87150,0.35,0.29,3.2,0.92,0.95,12.89
579,현대그린푸드,31243,11197,5272,29666,8502,2.2,11519,21164,0.2,0.39,2.2,2.49,1.05,10.59
580,현대글로비스,182701,50543,34135,101297,54595,5.3,44925,46702,0.16,0.44,5.3,0.86,1.8,20.61
582,현대로템,24593,27092,22920,40843,32014,-8.8,-1566,8829,0.1,-0.04,-8.8,0.28,0.6,-28.21
583,현대리바트,12376,3977,2481,7528,2949,2.7,3390,4579,0.2,0.45,2.7,1.55,1.64,12.35
584,현대모비스,380488,215046,89623,466061,141964,5.1,316568,324097,0.27,0.68,5.1,2.28,0.82,20.29
585,현대미포조선,29941,17448,10016,33806,10267,1.8,18436,23539,0.22,0.55,1.8,2.29,0.89,9.24
586,현대백화점,21990,13653,14434,76231,26438,3.3,36484,49793,-0.01,0.48,3.3,1.88,0.29,12.97
587,현대비앤지스틸,7333,3652,921,6086,2057,3.6,3264,4029,0.45,0.54,3.6,1.96,1.2,15.55
588,HDC,16167,10724,9344,42090,18577,7.2,33921,23513,0.03,0.81,7.2,1.27,0.38,26.07
589,현대코퍼레이션,42634,8516,6754,14446,11028,1.3,4335,3418,0.12,0.3,1.3,0.31,2.95,7.99
590,HMM,55131,14272,16837,71602,60699,-10.5,-44771,10903,-0.04,-0.63,-10.5,0.18,0.77,-34.7
591,현대퓨처넷,2929,4125,641,8135,720,4.7,3948,7415,0.43,0.49,4.7,10.3,0.36,23.25
592,현대엘리베이,18725,9860,9346,25477,15996,1.8,2529,9481,0.02,0.1,1.8,0.59,0.73,7.19
593,현대위아,73146,35691,18614,67743,36825,0.8,25495,30918,0.25,0.38,0.8,0.84,1.08,5.05
595,현대제철,205126,95787,64203,343663,171326,0.1,114883,172337,0.09,0.33,0.1,1.01,0.6,2.11
596,한국조선해양,151826,125460,89419,250554,121291,0.9,161806,129263,0.14,0.65,0.9,1.07,0.61,5.3
597,현대차,1057464,459047,533141,1945122,1181465,1.7,682496,763657,-0.04,0.35,1.7,0.65,0.54,6.98
599,현대코퍼레이션홀딩스,1839,1111,403,2414,619,4.5,964,1795,0.29,0.4,4.5,2.9,0.76,18.26
600,현대홈쇼핑,20604,9341,5378,25038,7748,3.3,14652,17290,0.16,0.59,3.3,2.23,0.82,14.07
601,형지엘리트,1479,937,424,1143,538,-1.0,37,605,0.45,0.03,-1.0,1.12,1.29,-0.76
602,혜인,2609,1298,1164,2183,1228,1.9,1012,955,0.06,0.46,1.9,0.78,1.2,8.65
603,호전실업,3098,1810,1198,2923,1678,1.0,971,1245,0.21,0.33,1.0,0.74,1.06,5.52
604,호텔신라,57173,17161,14381,35273,26077,5.8,6270,9196,0.08,0.18,5.8,0.35,1.62,21.32
605,화성산업,4514,4583,1759,6126,2416,1.2,2707,3710,0.46,0.44,1.2,1.54,0.74,6.79
606,화승코퍼레이션,15520,6118,8386,12116,9493,1.9,1976,2623,-0.19,0.16,1.9,0.28,1.28,7.71
607,화승엔터프라이즈,12016,4846,5196,9789,6114,7.5,1504,3675,-0.04,0.15,7.5,0.6,1.23,26.5
608,화승인더,14259,6366,6845,12707,8173,7.2,2476,4534,-0.04,0.19,7.2,0.55,1.12,25.43
609,화신,11643,3702,3831,8084,5087,0.8,2936,2997,-0.02,0.36,0.8,0.59,1.44,4.91
610,화천기공,2065,1682,459,3749,783,2.0,2020,2966,0.33,0.54,2.0,3.79,0.55,10.58
611,환인제약,1592,2050,247,3049,304,6.3,2541,2745,0.59,0.83,6.3,9.03,0.52,28.6
612,황금에스티,2436,1795,585,3902,1073,5.9,2283,2829,0.31,0.59,5.9,2.64,0.62,22.87
613,효성,31756,13120,22384,65271,38168,2.3,63366,27103,-0.14,0.97,2.3,0.71,0.49,9.7
614,효성ITX,3882,599,815,1593,1076,7.7,266,517,-0.14,0.17,7.7,0.48,2.44,28.21
615,후성,2489,1311,921,5289,2860,0.0,1080,2429,0.07,0.2,0.0,0.85,0.47,1.34
616,휠라홀딩스,34504,15868,8674,37702,19693,9.6,10800,18009,0.19,0.29,9.6,0.91,0.92,33.78
617,휴비스,10293,2885,3422,8772,4810,0.0,1996,3962,-0.06,0.23,0.0,0.82,1.17,1.91
618,휴스틸,5370,2650,1462,5791,1825,-2.1,2193,3966,0.21,0.38,-2.1,2.17,0.93,-3.91
619,TKG휴켐스,6598,4268,1680,9139,2422,7.9,4779,6717,0.28,0.52,7.9,2.77,0.72,29.52
620,흥아해운,1022,938,2023,4310,4000,-8.3,-455,310,-0.25,-0.11,-8.3,0.08,0.24,-27.56
