,종목_list,매출액,유동자산,유동부채,자산총계,부채총계,ROA,이익잉여금,자기자본,x1,x2,x3,x4,x5,z_score
258,보령제약,6273,4373,1560,8286,3543,5.8,3348,4743,0.34,0.4,5.8,1.34,0.76,21.67
259,보해양조,837,597,443,1531,689,-0.6,-59,842,0.1,-0.04,-0.6,1.22,0.55,-0.63
260,부광약품,1825,2201,370,3974,1174,-0.7,2647,2800,0.46,0.67,-0.7,2.39,0.46,1.07
262,부산산업,1280,623,431,1338,563,-2.5,393,775,0.14,0.29,-2.5,1.38,0.96,-5.89
263,비상교육,2156,1196,675,2715,716,2.3,1529,1999,0.19,0.56,2.3,2.79,0.79,11.07
264,빙그레,11474,3139,1600,7602,2024,-2.5,4684,5578,0.2,0.62,-2.5,2.76,1.51,-3.98
265,사조대림,18137,5251,5233,11398,6208,5.9,3404,5190,0.0,0.3,5.9,0.84,1.59,21.98
266,사조동아원,4121,1946,2304,4488,2370,0.5,252,2118,-0.08,0.06,0.5,0.89,0.92,3.09
267,사조산업,5904,3207,3842,11139,5481,5.0,4084,5658,-0.06,0.37,5.0,1.03,0.53,18.09
268,사조해표,1662,1861,2197,4080,2528,1.0,942,1552,-0.08,0.23,1.0,0.61,0.41,4.3
269,SGC에너지,18984,8298,11158,25916,18521,3.7,1305,7395,-0.11,0.05,3.7,0.4,0.73,13.12
270,삼부토건,3570,4464,2538,5514,3129,1.5,102,2385,0.35,0.02,1.5,0.76,0.65,6.5
271,삼성SDI,135532,74449,64613,258332,106365,5.3,85165,151967,0.04,0.33,5.3,1.43,0.52,19.38
272,삼성공조,796,1589,349,2575,378,-1.0,2113,2197,0.48,0.82,-1.0,5.81,0.31,2.22
273,삼성물산,344552,151440,116753,552454,218930,3.3,95481,333524,0.06,0.17,3.3,1.52,0.62,12.73
274,삼성바이오로직스,15680,28232,11073,79700,29789,5.5,23472,49911,0.22,0.29,5.5,1.68,0.2,20.03
275,삼성에스디에스,136300,75760,23703,105174,30737,6.4,60868,74437,0.49,0.58,6.4,2.42,1.3,25.27
276,삼성엔지니어링,74867,44425,38527,60587,40982,6.5,10116,19605,0.1,0.17,6.5,0.48,1.24,23.33
277,삼성전기,96750,45983,22347,99414,30702,9.6,48072,68712,0.24,0.48,9.6,2.24,0.97,34.95
278,삼성전자,2796048,2181632,881171,4266212,1217212,9.9,2930648,3049000,0.3,0.69,9.9,2.5,0.66,36.16
279,삼성중공업,66220,55936,70583,121386,80413,-11.6,-13552,40973,-0.12,-0.11,-11.6,0.51,0.55,-37.72
281,삼성출판사,1875,1086,625,3387,1153,1.9,1171,2234,0.14,0.35,1.9,1.94,0.55,8.64
282,삼성카드,73,14697,50,271442,3,1.9,51265,271439,0.05,0.19,1.9,90479.67,0.0,54294.4
283,삼아알미늄,2530,991,926,2272,1052,5.6,1118,1220,0.03,0.49,5.6,1.16,1.11,21.01
284,삼양사,23845,9852,7492,28020,13761,2.1,3130,14259,0.08,0.11,2.1,1.04,0.85,8.65
285,삼양식품,6420,2789,1824,7531,3574,8.7,3385,3957,0.13,0.45,8.7,1.11,0.85,31.01
286,삼양통상,1940,3501,408,4590,526,7.5,3545,4064,0.67,0.77,7.5,7.73,0.42,31.69
287,삼양홀딩스,31073,16510,10028,44606,20352,6.6,12916,24254,0.15,0.29,6.6,1.19,0.7,23.78
288,삼영무역,4670,3366,861,5788,1146,8.1,3809,4642,0.43,0.66,8.1,4.05,0.81,31.41
289,삼영전자,2389,3723,293,5436,319,3.2,3486,5117,0.63,0.64,3.2,16.04,0.44,22.28
290,삼영화학,1333,513,569,1177,671,3.2,48,506,-0.05,0.04,3.2,0.75,1.13,12.13
291,삼익악기,2954,2739,2076,5853,3314,3.9,2053,2539,0.11,0.35,3.9,0.77,0.5,14.45
292,삼일제약,1342,767,1217,2264,1607,-2.6,277,657,-0.2,0.12,-2.6,0.41,0.59,-7.82
293,삼천리,37633,15517,9135,42453,27852,1.8,13619,14601,0.15,0.32,1.8,0.52,0.89,7.77
294,삼호개발,3173,1724,624,2969,761,4.6,1909,2208,0.37,0.64,4.6,2.9,1.07,19.33
295,삼화왕관,1499,508,322,2433,997,0.6,1042,1436,0.08,0.43,0.6,1.44,0.62,4.16
296,삼화전기,2471,972,555,1586,718,10.5,322,868,0.26,0.2,10.5,1.21,1.56,37.53
297,삼화전자,443,159,353,669,493,-6.8,-367,176,-0.29,-0.55,-6.8,0.36,0.66,-22.68
298,삼화콘덴서,2622,1479,527,2693,664,11.4,1770,2029,0.35,0.66,11.4,3.06,0.97,41.77
299,삼화페인트,6316,3032,2181,6121,3162,-0.4,2708,2959,0.14,0.44,-0.4,0.94,1.03,1.06
300,상신브레이크,3970,2969,2630,4936,3052,2.2,1692,1884,0.07,0.34,2.2,0.62,0.8,8.99
301,새론오토모티브,1276,1505,253,2684,300,5.4,2134,2384,0.47,0.8,5.4,7.95,0.48,24.75
302,샘표,3490,2100,846,4427,1293,5.6,1761,3134,0.28,0.4,5.6,2.42,0.79,21.62
303,샘표식품,3487,1696,832,3275,1126,8.0,1168,2149,0.26,0.36,8.0,1.91,1.06,29.42
304,서연,24793,9077,9826,21379,12316,2.1,1896,9063,-0.04,0.09,2.1,0.74,1.16,8.61
305,서연이화,21801,7718,8692,17905,10928,1.7,1568,6977,-0.05,0.09,1.7,0.64,1.22,7.28
306,서울가스,12778,7376,3623,16626,6238,0.5,10263,10388,0.23,0.62,0.5,1.67,0.77,4.57
307,서원,2616,1261,1000,2934,1574,4.8,361,1360,0.09,0.12,4.8,0.86,0.89,17.52
308,서흥,5967,3186,2364,8100,3801,7.5,3636,4299,0.1,0.45,7.5,1.13,0.74,26.92
309,선도전기,833,669,442,1679,868,-5.8,343,811,0.14,0.2,-5.8,0.93,0.5,-17.63
310,선진,17183,6218,6610,12096,7798,3.6,3524,4298,-0.03,0.29,3.6,0.55,1.42,14.0
311,SUN&L,4653,2726,3059,5662,3979,-6.5,515,1683,-0.06,0.09,-6.5,0.42,0.82,-20.32
312,성문전자,493,349,117,544,236,6.3,123,308,0.43,0.23,6.3,1.31,0.91,23.32
313,성보화학,577,901,270,1722,364,0.8,808,1358,0.37,0.47,0.8,3.73,0.34,6.32
314,성신양회,8335,3116,4726,11216,7076,0.6,2357,4140,-0.14,0.21,0.6,0.59,0.74,3.2
315,성안,789,496,661,1416,1054,10.6,-259,362,-0.12,-0.18,10.6,0.34,0.56,35.35
316,성창기업지주,1979,740,897,7037,1645,0.8,2021,5392,-0.02,0.29,0.8,3.28,0.28,5.27
317,세방,10577,3552,2295,12453,3481,4.4,7132,8972,0.1,0.57,4.4,2.58,0.85,17.84
318,세방전지,13520,10576,4316,16844,4724,5.3,11409,12120,0.37,0.68,5.3,2.57,0.8,21.23
319,세아베스틸,36511,16360,9109,35260,16196,5.4,11624,19064,0.21,0.33,5.4,1.18,1.04,20.28
320,세아제강지주,28417,17115,9285,28990,13123,8.7,10227,15867,0.27,0.35,8.7,1.21,0.98,31.23
321,세아특수강,8958,4694,2726,6511,3108,4.5,2485,3403,0.3,0.38,4.5,1.09,1.38,17.77
322,세아홀딩스,60055,28246,17375,55378,26750,2.5,15105,28628,0.2,0.27,2.5,1.07,1.08,10.59
323,세우글로벌,324,414,43,496,44,4.4,139,452,0.75,0.28,4.4,10.27,0.65,22.62
324,세원이앤씨,832,1061,1032,2927,1225,-0.8,-675,1702,0.01,-0.23,-0.8,1.39,0.28,-1.84
325,세원정공,563,2777,400,6343,678,-0.7,4308,5665,0.37,0.68,-0.7,8.36,0.09,4.19
326,세종공업,15881,7214,6879,11801,7772,-0.9,3447,4029,0.03,0.29,-0.9,0.52,1.35,-0.87
327,세진중공업,2504,1995,2414,5704,3672,2.8,1359,2032,-0.07,0.24,2.8,0.55,0.44,10.26
328,다이나믹디자인,530,749,565,1160,742,-19.4,-1232,418,0.16,-1.06,-19.4,0.56,0.46,-64.52
329,송원산업,9982,6284,4440,11156,5724,7.1,5124,5432,0.17,0.46,7.1,0.95,0.89,25.74
330,수산중공업,2530,1383,1065,2361,1140,4.8,870,1221,0.13,0.37,4.8,1.07,1.07,18.22
331,한국수출포장,3192,1253,507,3318,685,5.0,2292,2633,0.22,0.69,5.0,3.84,0.96,20.99
332,스카이라이프,7632,4085,2497,12756,4697,5.7,5118,8059,0.12,0.4,5.7,1.72,0.6,21.15
333,신대양제지,6816,3182,1125,8460,2192,7.3,4687,6268,0.24,0.55,7.3,2.86,0.81,27.67
334,신도리코,3219,8750,649,10226,739,9.8,7906,9487,0.79,0.77,9.8,12.84,0.31,42.38
335,신라교역,3465,2983,1081,6805,1279,6.8,5400,5526,0.28,0.79,6.8,4.32,0.51,26.98
336,신성이엔지,4545,2512,2250,4767,2686,-3.5,-930,2081,0.05,-0.2,-3.5,0.77,0.95,-10.36
337,신성통상,7432,6302,4846,10256,7115,10.2,1726,3141,0.14,0.17,10.2,0.44,0.72,35.05
338,신세계,63164,19104,35705,136445,78821,2.9,30845,57624,-0.12,0.23,2.9,0.73,0.46,10.65
339,신세계인터내셔날,14508,4598,2038,11591,4395,7.2,5611,7196,0.22,0.48,7.2,1.64,1.25,26.93
340,신세계푸드,13329,2718,1771,8795,5947,0.3,1971,2848,0.11,0.22,0.3,0.48,1.52,3.24
341,신송홀딩스,1864,356,541,2482,1529,3.6,136,953,-0.07,0.05,3.6,0.62,0.75,12.99
342,신영와코루,1894,1703,540,3887,658,1.7,2606,3229,0.3,0.67,1.7,4.91,0.49,10.34
344,신원,8794,3484,1948,5036,2921,2.3,1237,2115,0.31,0.25,2.3,0.72,1.75,10.49
345,신풍제약,1892,2272,286,3926,380,-2.6,1392,3546,0.51,0.35,-2.6,9.33,0.48,-1.4
346,신풍제지,259,737,38,939,45,-10.0,804,894,0.74,0.86,-10.0,19.87,0.28,-18.71
347,신한,6,329,785,1141,891,-3.9,-322,250,-0.4,-0.28,-3.9,0.28,0.01,-13.56
348,신흥,1269,540,362,1386,372,9.5,888,1014,0.13,0.64,9.5,2.73,0.92,34.96
349,쌍방울,970,2713,1449,3956,1673,-5.0,-408,2283,0.32,-0.1,-5.0,1.36,0.25,-15.19
350,쌍용C&E,16614,6292,6652,35648,19093,5.4,16489,16555,-0.01,0.46,5.4,0.87,0.47,19.44
351,쌍용차,24293,4394,13461,18630,19436,-14.2,-11312,-806,-0.49,-0.61,-14.2,-0.04,1.3,-47.03
352,써니전자,164,605,83,772,90,6.3,69,682,0.68,0.09,6.3,7.58,0.21,26.49
353,씨아이테크,472,274,229,795,317,-8.1,-269,478,0.06,-0.34,-8.1,1.51,0.59,-25.64
354,씨에스윈드,12034,10729,5727,17739,8271,4.9,2679,9468,0.28,0.15,4.9,1.14,0.68,18.08
355,아남전자,3598,2181,1840,2720,1936,5.7,357,784,0.13,0.13,5.7,0.4,1.32,20.71
356,아모레G,53261,30155,12733,80381,15625,3.7,27619,64756,0.22,0.34,3.7,4.14,0.66,16.09
357,아모레퍼시픽,48631,20185,11575,61167,13724,3.1,39378,47443,0.14,0.64,3.1,3.46,0.8,14.17
358,메타랩스,393,364,256,850,286,-18.1,-178,564,0.13,-0.21,-18.1,1.97,0.46,-58.23
359,아세아,18465,8007,4828,31153,13991,6.7,10897,17162,0.1,0.35,6.7,1.23,0.59,24.05
360,아세아시멘트,8926,4109,3041,20373,11177,5.0,3155,9196,0.05,0.15,5.0,0.82,0.44,17.7
361,아세아제지,9457,3592,1687,9696,2552,9.8,4346,7144,0.2,0.45,9.8,2.8,0.98,35.87
362,아시아나항공,43397,25653,52393,130827,125616,-3.8,-9817,5211,-0.2,-0.08,-3.8,0.04,0.33,-12.54
363,아이마켓코리아,31325,8349,6445,11202,7034,4.0,2329,4168,0.17,0.21,4.0,0.59,2.8,16.85
364,아이에스동서,16084,21247,14997,35098,20529,3.1,8327,14569,0.18,0.24,3.1,0.71,0.46,11.67
365,HDC랩스,2746,3195,1317,4114,1456,2.9,877,2658,0.46,0.21,2.9,1.83,0.67,12.18
367,알루코,5056,3340,3675,7802,4875,0.3,804,2927,-0.04,0.1,0.3,0.6,0.65,2.09
368,폴루스바이오팜,0,103,822,1478,847,-0.5,-563,631,-0.49,-0.38,-0.5,0.74,0.0,-2.33
369,애경케미칼,15701,6048,4819,12450,5558,8.7,3328,6892,0.1,0.27,8.7,1.24,1.26,31.21
370,에넥스,2018,718,575,1329,665,8.2,79,664,0.11,0.06,8.2,1.0,1.52,29.39
371,에스엘,30011,16013,8985,25675,10490,3.9,10364,15185,0.27,0.4,3.9,1.45,1.17,15.79
372,에스원,23125,8644,4173,19730,5301,6.7,13786,14429,0.23,0.7,6.7,2.72,1.17,26.17
373,에쓰씨엔지니어링,757,769,659,1164,719,-8.6,-351,445,0.09,-0.3,-8.6,0.62,0.65,-27.67
374,에이블씨엔씨,2001,1224,639,2084,850,-20.4,15,1234,0.28,0.01,-20.4,1.45,0.96,-65.14
375,에이프로젠제약,565,3535,94,6146,174,1.5,-211,5972,0.56,-0.03,1.5,34.32,0.09,26.26
376,엔씨소프트,23088,24526,6634,45819,14307,9.1,30715,31512,0.39,0.67,9.1,2.2,0.5,33.26
377,엔에스쇼핑,5838,1712,4112,11338,7548,-3.1,3864,3790,-0.21,0.34,-3.1,0.5,0.51,-9.2
378,엔케이,691,717,267,1307,280,8.2,-371,1027,0.34,-0.28,8.2,3.67,0.53,29.81
379,플레이그램,408,1139,768,1295,778,-18.2,-179,517,0.29,-0.14,-18.2,0.66,0.32,-59.19
380,영보화학,997,762,246,1799,247,2.0,1354,1552,0.29,0.75,2.0,6.28,0.55,12.32
381,영원무역,27925,20448,5252,35476,11134,10.2,16330,24342,0.43,0.46,10.2,2.19,0.79,36.92
382,영원무역홀딩스,32405,26196,5958,43256,11705,11.1,13289,31551,0.47,0.31,11.1,2.7,0.75,40.0
383,영풍,35821,18467,10108,55210,16187,3.2,34600,39023,0.15,0.63,3.2,2.41,0.65,13.72
384,영풍제지,1206,855,194,2096,776,3.1,1062,1320,0.32,0.51,3.1,1.7,0.58,12.93
385,영흥,4086,2422,2274,5190,3210,2.3,964,1980,0.03,0.19,2.3,0.62,0.79,9.05
386,예스코홀딩스,12667,5550,4222,14230,8894,1.8,4638,5336,0.09,0.33,1.8,0.6,0.89,7.76
387,오뚜기,27390,10281,7013,26058,10674,5.3,15164,15384,0.13,0.58,5.3,1.44,1.05,20.37
388,오리엔트바이오,452,398,221,821,293,5.9,-162,528,0.22,-0.2,5.9,1.8,0.55,21.08
390,오리온홀딩스,24151,13008,6410,49618,10909,4.8,4055,38709,0.13,0.08,4.8,3.55,0.49,18.73
391,웰바이오텍,1216,1218,1018,1368,1035,-18.9,-1627,333,0.15,-1.19,-18.9,0.32,0.89,-62.77
392,용평리조트,2363,1009,2014,8415,4552,1.0,1275,3863,-0.12,0.15,1.0,0.85,0.28,4.16
393,팜젠사이언스,1099,774,711,2203,934,18.2,530,1269,0.03,0.24,18.2,1.36,0.5,61.75
394,우리들휴브레인,186,824,533,1763,569,5.0,-181,1194,0.17,-0.1,5.0,2.1,0.11,17.93
395,우성,4805,1976,1521,3446,1724,-1.8,1618,1722,0.13,0.47,-1.8,1.0,1.39,-3.14
396,우신시스템,2623,1782,1945,3096,2204,-4.1,658,892,-0.05,0.21,-4.1,0.4,0.85,-12.21
397,우진,1076,995,282,2298,702,-2.6,448,1596,0.31,0.19,-2.6,2.27,0.47,-6.11
398,우진플라임,2340,1266,1608,2764,1942,8.3,625,822,-0.12,0.23,8.3,0.42,0.85,28.67
399,웅진,9799,4966,5885,10660,8455,3.2,-886,2205,-0.09,-0.08,3.2,0.26,0.92,11.42
400,웅진씽크빅,8139,4612,3701,7716,3981,6.2,2372,3735,0.12,0.31,6.2,0.94,1.05,22.65
401,원림,797,914,267,1703,348,1.6,829,1355,0.38,0.49,1.6,3.89,0.47,9.23
402,윌비스,2765,1956,1658,2941,1834,-3.0,-439,1107,0.1,-0.15,-3.0,0.6,0.94,-8.69
403,유니드,10973,6708,2871,13477,3546,14.8,9286,9931,0.28,0.69,14.8,2.8,0.81,52.63
404,유니온,2159,1338,1246,3662,1825,2.9,1016,1837,0.03,0.28,2.9,1.01,0.59,11.19
405,유니온머티리얼,1183,872,667,1867,1028,0.3,318,839,0.11,0.17,0.3,0.82,0.63,2.48
406,유니켐,1233,998,1282,3359,2079,1.1,368,1280,-0.08,0.11,1.1,0.62,0.37,4.43
407,유니퀘스트,5910,2717,1701,4903,1818,13.9,2640,3085,0.21,0.54,13.9,1.7,1.21,49.11
408,유성기업,2764,1768,519,4100,1049,2.5,2444,3051,0.3,0.6,2.5,2.91,0.67,11.87
409,유수홀딩스,5037,3088,739,5017,937,7.8,2335,4080,0.47,0.47,7.8,4.35,1.0,30.57
411,와이투솔루션,1015,806,281,1185,309,-8.3,-899,876,0.44,-0.76,-8.3,2.83,0.86,-25.37
412,유엔젤,297,419,69,617,95,26.5,319,522,0.57,0.52,26.5,5.49,0.48,92.64
413,유유제약,1157,989,300,1930,643,-0.5,365,1287,0.36,0.19,-0.5,2.0,0.6,0.85
415,유한양행,16878,12241,4320,24638,5279,4.1,18003,19359,0.32,0.73,4.1,3.67,0.69,17.83
416,율촌화학,5387,2691,1696,6667,3207,1.3,3216,3460,0.15,0.48,1.3,1.08,0.81,6.6
417,이건산업,2768,1166,1504,4193,2295,2.9,1253,1898,-0.08,0.3,2.9,0.83,0.66,11.05
418,이노션,15020,17385,11819,22016,13668,4.1,7113,8348,0.25,0.32,4.1,0.61,0.68,15.32
419,이마트,249327,51884,98170,312421,188418,5.9,45780,124003,-0.15,0.15,5.9,0.66,0.8,20.7
420,이수페타시스,4696,3103,2982,4497,3242,-0.9,-54,1255,0.03,-0.01,-0.9,0.39,1.04,-1.68
421,이수화학,17033,6686,5218,11689,7771,9.0,-232,3918,0.13,-0.02,9.0,0.5,1.46,31.59
422,이아이디,2224,1776,2516,5193,2616,1.6,-205,2577,-0.14,-0.04,1.6,0.99,0.43,6.08
423,이엔플러스,554,487,291,1028,304,-20.2,-901,724,0.19,-0.88,-20.2,2.38,0.54,-65.7
424,이연제약,1428,1648,475,4780,2327,1.4,2023,2453,0.25,0.42,1.4,1.05,0.3,6.44
425,이화산업,578,547,337,2748,413,21.2,925,2335,0.08,0.34,21.2,5.65,0.21,74.13
426,인디에프,1487,722,718,1253,873,-15.2,-441,380,0.0,-0.35,-15.2,0.44,1.19,-49.2
427,인스코비,717,369,425,1094,435,5.5,-584,659,-0.05,-0.53,5.5,1.51,0.66,18.91
428,인지컨트롤스,4849,1850,2464,5434,3468,0.5,1758,1966,-0.11,0.32,0.5,0.57,0.89,3.2
429,인천도시가스,5042,1664,872,3606,1692,1.1,1485,1914,0.22,0.41,1.1,1.13,1.4,6.54
430,인터지스,5889,1805,1538,3886,1817,3.6,657,2069,0.07,0.17,3.6,1.14,1.52,14.4
431,인팩,4393,1578,1846,3540,2329,1.6,938,1211,-0.08,0.26,1.6,0.52,1.24,7.1
432,일동제약,5601,3016,3641,7090,5484,-15.4,-820,1606,-0.09,-0.12,-15.4,0.29,0.79,-50.13
433,일동홀딩스,5924,3676,5393,9208,7374,-15.6,-815,1834,-0.19,-0.09,-15.6,0.25,0.64,-51.04
434,일성건설,4162,2124,1637,3793,2699,1.7,193,1094,0.13,0.05,1.7,0.41,1.1,7.18
435,일신방직,6010,4853,1794,10440,2497,6.4,7582,7943,0.29,0.73,6.4,3.18,0.58,24.98
436,일양약품,3713,2036,1982,4943,2225,5.6,435,2718,0.01,0.09,5.6,1.22,0.75,20.1
437,일정실업,318,187,198,413,228,-16.9,64,185,-0.03,0.15,-16.9,0.81,0.77,-54.34
438,일진다이아,1877,5259,729,6418,1067,2.4,1011,5351,0.71,0.16,2.4,5.01,0.29,12.29
439,일진디스플,1014,302,796,1175,1067,-37.8,-365,108,-0.42,-0.31,-37.8,0.1,0.86,-124.76
440,일진머티리얼즈,6889,9594,1486,17536,4043,4.5,2570,13493,0.46,0.15,4.5,3.34,0.39,18.01
441,일진전기,9324,3586,3671,8379,5149,1.8,1493,3230,-0.01,0.18,1.8,0.63,1.11,7.67
442,일진홀딩스,11901,9302,5325,16116,7268,2.4,2247,8848,0.25,0.14,2.4,1.22,0.74,9.89
443,잇츠한불,1402,3583,337,4947,362,-1.4,964,4585,0.66,0.19,-1.4,12.67,0.28,4.32
444,자화전자,3479,2243,1372,4379,1392,5.4,2647,2987,0.2,0.6,5.4,2.15,0.79,20.98
445,전방,1337,2807,2147,3833,2393,0.0,63,1440,0.17,0.02,0.0,0.6,0.35,0.94
446,제이에스코퍼레이션,9870,3596,3014,5523,3504,9.1,1235,2019,0.11,0.22,9.1,0.58,1.79,32.61
447,제이준코스메틱,205,267,191,799,197,-47.5,-1070,602,0.1,-1.34,-47.5,3.06,0.26,-156.41
448,제일기획,33257,20186,12242,25421,14148,7.0,13453,11273,0.31,0.53,7.0,0.8,1.31,26.0
450,제일연마,797,539,86,1065,136,5.9,907,929,0.43,0.85,5.9,6.83,0.75,26.02
451,제일파마홀딩스,7626,3351,2980,8924,3921,-1.5,1722,5003,0.04,0.19,-1.5,1.28,0.85,-3.02
452,제주항공,2731,3906,4883,12668,10827,-22.4,-3115,1841,-0.08,-0.25,-22.4,0.17,0.22,-74.04
453,조광페인트,2385,1089,915,3470,1725,-7.0,1392,1745,0.05,0.4,-7.0,1.01,0.69,-21.18
454,조선내화,7463,4156,4482,13493,5607,2.6,5600,7886,-0.02,0.42,2.6,1.41,0.55,10.54
455,종근당,13436,6671,3202,10467,4809,4.3,3021,5658,0.33,0.29,4.3,1.18,1.28,16.98
456,종근당바이오,1422,1043,443,2985,1370,-2.3,1189,1615,0.2,0.4,-2.3,1.18,0.48,-5.6
457,종근당홀딩스,9260,4369,3177,13676,5277,2.0,3644,8399,0.09,0.27,2.0,1.59,0.68,8.72
458,주연테크,882,478,84,597,144,5.3,-188,453,0.66,-0.31,5.3,3.15,1.48,21.22
459,지엠비코리아,5313,2592,2224,5225,2738,2.1,2141,2487,0.07,0.41,2.1,0.91,1.02,9.15
460,지역난방공사,25368,7115,15147,65174,46942,0.3,13979,18232,-0.12,0.21,0.3,0.39,0.39,1.76
461,지코,731,93,102,478,155,-29.8,-504,323,-0.02,-1.05,-29.8,2.08,1.53,-97.06
462,지투알,4585,5162,3943,5649,4037,3.2,979,1612,0.22,0.17,3.2,0.4,0.81,12.11
463,진도,590,816,346,1364,358,2.7,242,1006,0.34,0.18,2.7,2.81,0.43,11.69
464,진양산업,764,308,204,779,304,8.3,371,475,0.13,0.48,8.3,1.56,0.98,30.13
465,진양폴리,531,124,98,481,186,8.2,220,295,0.05,0.46,8.2,1.59,1.1,29.82
466,진양홀딩스,2248,1650,1145,5661,1760,2.7,1806,3901,0.09,0.32,2.7,2.22,0.4,11.2
467,진원생명과학,387,1332,345,2495,440,-8.3,-993,2055,0.4,-0.4,-8.3,4.67,0.16,-24.51
468,참엔지니어링,1506,4219,774,6991,6135,-0.2,-355,856,0.49,-0.05,-0.2,0.14,0.22,0.16
469,센트럴인사이트,182,104,85,324,103,-24.8,-295,221,0.06,-0.91,-24.8,2.15,0.56,-81.19
470,체시스,142,173,299,767,462,-6.5,-110,305,-0.16,-0.14,-6.5,0.66,0.19,-21.25
471,카카오,61367,81022,52461,227796,91896,9.5,17096,135900,0.13,0.08,9.5,1.48,0.27,32.78
472,케이씨,5538,4025,1153,9645,2172,6.9,5430,7473,0.3,0.56,6.9,3.44,0.57,26.55
474,엘브이엠씨홀딩스,1442,2623,2162,6878,2523,-3.1,1119,4355,0.07,0.16,-3.1,1.73,0.21,-8.67
475,코리아써키트,14242,6162,3336,10646,4126,7.3,2965,6520,0.27,0.28,7.3,1.58,1.34,27.09
476,코스맥스,15915,7922,7877,14119,9465,2.6,2481,4654,0.0,0.18,2.6,0.49,1.13,10.25
477,코스맥스비티아이,5760,2740,4228,9547,6128,0.5,1010,3419,-0.16,0.11,0.5,0.56,0.6,2.55
478,코스모화학,5126,1992,2552,6813,3785,3.5,-207,3028,-0.08,-0.03,3.5,0.8,0.75,12.64
479,코아스,1108,339,556,793,603,-6.9,-42,190,-0.27,-0.05,-6.9,0.32,1.4,-21.57
480,코오롱,54104,14228,20468,39663,29149,4.4,4551,10514,-0.16,0.11,4.4,0.36,1.36,16.06
481,코오롱글로벌,47495,11705,14282,25757,19624,5.4,4083,6133,-0.1,0.16,5.4,0.31,1.84,19.95
482,코오롱인더,46621,22132,22324,56013,30507,3.8,13545,25506,-0.0,0.24,3.8,0.84,0.83,14.21
483,코오롱플라스틱,4053,1709,1181,3691,1485,6.3,986,2206,0.14,0.27,6.3,1.49,1.1,23.33
484,코웨이,36643,11065,12932,38006,18962,13.6,17573,19044,-0.05,0.46,13.6,1.0,0.96,47.02
485,콤텍시스템,3825,2400,1573,3491,1816,1.7,374,1675,0.24,0.11,1.7,0.92,1.1,7.7
486,쿠쿠홀딩스,6851,4022,1366,10709,1842,14.5,13317,8867,0.25,1.24,14.5,4.81,0.64,53.41
487,크라운해태홀딩스,9282,2606,4194,11157,6264,1.0,2426,4893,-0.14,0.22,1.0,0.78,0.83,4.74
489,아센디오,216,440,216,681,229,-13.8,-114,452,0.33,-0.17,-13.8,1.97,0.32,-43.88
490,태경산업,5168,2478,1659,5847,1992,5.0,1922,3855,0.14,0.33,5.0,1.94,0.88,19.17
491,태경케미컬,541,623,105,1607,198,7.2,932,1409,0.32,0.58,7.2,7.12,0.34,29.57
492,태광산업,25918,21721,5933,49238,9515,7.1,36839,39723,0.32,0.75,7.1,4.17,0.53,27.9
493,태림포장,7129,1532,2046,6009,2573,3.6,2409,3436,-0.09,0.4,3.6,1.34,1.19,14.32
494,태양금속,4630,1980,2723,4477,3553,-2.8,145,924,-0.17,0.03,-2.8,0.26,1.03,-8.22
495,태영건설,27517,20097,19641,37348,30256,1.7,16175,7092,0.01,0.43,1.7,0.23,0.74,7.1
496,태평양물산,8929,4071,3251,7650,6001,-2.0,396,1649,0.11,0.05,-2.0,0.27,1.17,-5.07
497,테이팩스,1549,749,260,1808,495,11.0,510,1313,0.27,0.28,11.0,2.65,0.86,39.47
498,텔코웨어,348,783,111,1222,128,1.5,998,1094,0.55,0.82,1.5,8.55,0.28,12.17
499,토니모리,1146,656,657,2021,1068,-4.7,9,953,-0.0,0.0,-4.7,0.89,0.57,-14.41
500,티에이치엔,4027,1771,1748,3399,2522,5.4,240,877,0.01,0.07,5.4,0.35,1.18,19.32
501,티웨이홀딩스,2267,1255,2641,8053,7160,-20.8,-2030,893,-0.17,-0.25,-20.8,0.12,0.28,-68.84
502,팜스코,15369,6138,7606,11076,7937,0.2,2238,3139,-0.13,0.2,0.2,0.4,1.39,2.41
503,팬오션,46161,13587,11494,64888,28919,9.9,8513,35969,0.03,0.13,9.9,1.24,0.71,34.34
504,페이퍼코리아,4353,2411,1957,4972,4518,1.8,-1122,454,0.09,-0.23,1.8,0.1,0.88,6.67
505,평화산업,4241,1229,1410,2201,1941,0.1,-624,260,-0.08,-0.28,0.1,0.13,1.93,1.85
506,평화홀딩스,6277,2646,3467,5181,4170,-3.0,27,1011,-0.16,0.01,-3.0,0.24,1.21,-8.73
507,포스코스틸리온,13473,4323,2614,5864,2640,18.4,2377,3224,0.29,0.41,18.4,1.22,2.3,64.67
508,포스코인터내셔널,339489,71552,56693,107707,72586,3.7,22925,35121,0.14,0.21,3.7,0.48,3.15,16.11
509,풀무원,25189,7110,8038,19694,13796,0.0,2472,5898,-0.05,0.13,0.0,0.43,1.28,1.66
510,풍산,35095,18595,11088,31483,14626,8.5,10336,16857,0.24,0.33,8.5,1.15,1.11,30.6
511,풍산홀딩스,4878,1964,865,10520,1557,17.1,5963,8963,0.1,0.57,17.1,5.76,0.46,61.26
