2018_매출액,2019_매출액,2020_매출액,2021_매출액,2018_유동자산,2019_유동자산,2020_유동자산,2021_유동자산,2018_유동부채,2019_유동부채,2020_유동부채,2021_유동부채,2018_총자산,2019_총자산,2020_총자산,2021_총자산,2018_총부채,2019_총부채,2020_총부채,2021_총부채,2017_roa,2018_roa,2019_roa,2020_roa,2021_roa,2018_이익잉여금,2019_이익잉여금,2020_이익잉여금,2021_이익잉여금,2018_자기자본,2019_자기자본,2020_자기자본,2021_자기자본,종목,번호,category
3061,2644,2659,4878,1796,2417,2341,1964,1016,1680,1981,865,8793,9386,9753,10520,1659,2163,2474,1557,8.6,4.2,2.7,1.4,17.1,4297,4351,4470,5963,7134,7223,7279,8963,풍산홀딩스,005810,1021
1100,1351,1188,1202,1380,1284,1036,1571,1325,1398,1035,1059,3041,4168,3831,5394,1441,1444,1131,1121,2.1,-4.5,-3.2,-11.8,-0.4,313,196,-283,-271,1600,2724,2700,4273,KH 필룩스,033180,1027
8283,6146,1096,403,4977,4082,2083,1662,4136,4075,1733,1725,7161,10076,7033,4306,4762,7897,5779,3728,2.3,1.6,-1.4,-25.6,-12.4,1182,969,-795,465,2399,2179,1254,578,하나투어,039130,1026
1705,2143,1617,2262,807,832,865,926,580,592,849,688,2330,2343,2397,2597,1046,1067,1136,1219,3.4,-3.0,0.0,-0.5,4.6,701,698,683,796,1284,1276,1261,1378,하이스틸,071090,1027
18856,20351,22563,22029,10650,7823,8994,13043,16685,13589,14356,18368,34281,32709,32978,36311,22658,22377,22235,25379,0.4,0.6,-1.3,2.6,2.1,1763,2389,2811,3025,11623,10332,10743,10932,하이트진로,000080,1027
18767,20263,22470,21920,10837,8051,9178,13188,21885,16587,18387,23548,39893,38367,39050,42363,28935,28541,28446,31489,-0.2,0.2,-1.0,2.8,1.7,5735,5268,5856,6101,10958,9826,10604,10874,하이트진로홀딩스,000140,1021
261850,249826,208337,275208,99249,92328,75279,131477,98712,89005,72128,140217,396897,393119,359098,436699,311917,311653,281746,345506,-3.1,1.4,0.2,-0.4,2.4,54979,53977,51908,61853,84980,81466,77352,91193,한국가스공사,036460,1017
5261,5038,3032,3455,2015,2037,2004,1771,478,497,843,396,4244,4647,4254,3839,1053,1417,1528,938,5.7,4.5,3.7,-10.7,0.8,2550,2591,2100,2304,3191,3230,2726,2901,한국공항,005430,1019
2397,2224,2037,2717,678,702,667,1246,311,539,205,666,2046,2093,2028,3579,751,688,586,1041,5.5,3.4,2.1,0.7,2.0,914,940,957,1064,1295,1405,1442,2538,한국내화,010040,1027
7464,7721,8025,9622,4189,3994,4856,5514,1302,1225,1634,1948,8605,8856,9852,11252,1696,1754,2210,2830,5.9,4.6,3.7,6.2,6.0,6577,6817,7327,7882,6909,7102,7642,8422,한국단자,025540,1027
4813,4854,4840,6289,1525,1416,1664,1788,1088,875,1390,1285,3073,2928,3165,3421,1596,1541,1725,1882,3.6,1.5,-2.6,2.1,3.4,1426,1340,1399,1502,1477,1387,1440,1539,한국석유,004090,1027
606276,591729,585693,605748,197451,194830,205619,220508,218415,242317,258812,317322,1852491,1975978,2031421,2111089,1141563,1287081,1324753,1457970,0.8,-0.6,-1.2,1.0,-2.5,515191,492021,511336,452470,710928,688897,706668,653119,한국전력,015760,1017
2342,2170,2215,3312,1733,1610,1913,2305,855,1004,956,1127,3908,3899,4122,4636,1267,1476,2047,1537,1.2,0.3,-6.1,-8.7,6.7,45,-90,-140,90,2641,2423,2075,3099,한국전자홀딩스,006200,1021
4174,4372,3283,5102,1752,1746,1873,2277,763,686,656,627,3520,3567,3575,4231,831,786,731,762,3.3,2.1,4.0,2.9,16.9,1569,1651,1719,2333,2689,2781,2844,3469,한국주철관,000970,1027
2267,2734,4117,3678,1901,2213,2563,2478,475,667,753,940,3601,3976,4783,4984,564,849,978,1094,0.2,-0.8,4.7,13.1,2.9,2186,2275,2786,2847,3037,3127,3805,3890,한국카본,017960,1027
13579,13789,13221,15863,5552,6460,7752,8829,5173,7074,6868,8886,21864,24003,24896,26060,13766,15524,14904,12465,8.4,2.6,1.5,6.6,1.7,2132,2323,3824,4028,8098,8479,9992,13595,한국콜마,161890,1027
5617,4995,6755,6740,2301,3071,4059,3199,2169,3494,3625,3011,8817,10919,12185,12097,3863,4913,4309,3551,7.9,11.1,7.2,13.4,4.8,1711,2062,3152,3295,4954,6006,7876,8546,한국콜마홀딩스,024720,1021
67951,68833,64531,71411,36638,41137,46882,55092,20226,21311,17810,18692,97964,101646,106585,117039,30061,29774,32464,34988,6.3,5.5,4.3,3.7,5.4,39959,43437,46653,51906,67903,71872,74121,82051,한국타이어앤테크놀로지,161390,1027
8480,8476,8192,9633,5904,5244,5989,6303,1969,1351,2029,2420,34986,36071,37925,40812,2627,2285,2920,3458,7.6,6.4,4.6,4.9,5.1,18843,20086,21515,23025,32359,33786,35005,37354,한국앤컴퍼니,000240,1021
7937,9540,8816,10039,3433,3703,3851,4017,3983,3600,3725,4065,6406,6523,6680,6994,4202,4241,4310,4368,-3.6,-0.2,1.7,1.7,2.9,1566,1639,1728,1926,2204,2282,2370,2626,한국프랜지,010100,1027
27860,31102,28251,25623,24095,26548,31523,36810,16678,22029,26234,28001,37559,43671,51591,58552,27030,31840,39248,45578,-7.6,1.6,4.1,1.5,1.0,4160,5483,6009,6748,10529,11831,12343,12974,한국항공우주,047810,1027
1539,1312,725,670,619,476,470,300,375,378,404,235,950,813,754,485,422,461,459,265,4.1,-8.0,-19.5,-9.8,-11.8,270,94,23,-45,528,352,295,220,한국화장품,123690,1016
4467,4730,5036,5176,2838,3096,3282,3255,2575,2679,2277,2778,6526,7487,8189,8416,3392,4047,4371,4576,0.6,1.1,4.8,3.4,0.4,2371,2604,2847,2889,3134,3440,3818,3840,한독,002390,1027
12997,13049,15509,14753,10295,6871,7867,7943,12716,9861,8753,6541,17938,15882,16536,15214,15281,13271,12794,11048,2.2,-0.6,0.2,6.8,6.3,-1374,-1298,-217,211,2657,2611,3742,4166,한라,014790,1018
8865,7984,7358,10412,3685,3223,3721,4758,2903,4945,4721,5227,17241,17604,19615,22950,8589,8743,10746,12805,2.3,0.7,2.4,2.4,5.0,6392,6430,6649,7444,8652,8861,8869,10145,한라홀딩스,060980,1021
2077,2947,2326,2701,1539,1332,1344,1375,1000,482,791,1016,2097,2036,2187,2853,1064,795,899,1411,6.1,3.8,11.3,4.9,6.4,637,833,904,1009,1033,1241,1288,1442,한미글로벌,053690,1026
2171,1204,2574,3732,1134,1295,2089,2498,293,318,676,807,2460,2575,3270,4293,305,378,699,825,3.3,18.6,7.7,17.2,27.6,2039,2089,2152,2826,2155,2197,2571,3468,한미반도체,042700,1027
7080,8166,8574,9502,2445,2171,2157,2226,2272,2282,2201,2210,9165,9108,9232,9499,2635,2651,2645,2596,3.2,1.9,3.4,2.5,4.6,3429,3559,3679,3971,6530,6457,6587,6903,한미사이언스,008930,1021
10160,11137,10759,12032,5641,6622,6144,7040,4350,4718,5335,6489,16912,19137,18820,19367,9020,10914,10501,10085,4.2,2.0,3.5,0.9,4.3,2878,3238,3341,3969,7892,8223,8319,9282,한미약품,128940,1027
19285,16984,20675,22312,4398,4787,5209,4575,2999,4073,4395,3917,9402,12026,12295,12464,3657,5893,6006,6247,10.2,9.4,4.0,5.5,4.6,6679,6945,7383,7748,5745,6133,6289,6217,한샘,009240,1016
12992,12598,11959,13874,6811,7198,8197,8818,2283,2180,2309,2463,12727,13236,14385,15571,2820,2781,3125,3167,4.7,5.7,6.6,6.2,7.5,8732,9488,10243,11287,9907,10455,11260,12404,한섬,020000,1027
17127,16150,16983,16720,8259,7397,6589,7700,5888,6410,4808,6419,11707,11795,10211,12162,6781,7245,5997,7518,3.7,-4.2,-1.5,2.4,6.0,3669,3501,3699,4206,4926,4550,4214,4644,한세실업,105630,1027
3230,3075,2202,2077,1551,1362,1063,967,561,761,631,777,2056,1847,1497,1291,571,841,718,821,3.4,1.9,-22.4,-13.8,-22.2,1263,801,573,270,1485,1006,779,470,한세엠케이,069640,1016
25215,27367,27979,27989,10753,9943,10465,11225,9036,9469,8801,10266,16783,17314,18400,22413,10606,11355,10942,12919,3.5,-2.7,0.2,4.0,3.7,2431,2537,3115,3369,6177,5959,7458,9494,한세예스24홀딩스,016450,1027
2484,2339,2448,2629,751,876,894,736,507,598,603,534,913,1034,1071,1097,528,624,635,597,2.4,3.7,3.2,2.8,3.3,139,165,188,219,385,410,436,500,한솔PNS,010420,1016
4342,4607,5096,7470,924,991,1208,1783,583,907,1118,1665,1268,1668,1960,2666,705,1197,1413,1880,3.0,1.3,4.0,4.8,10.2,947,847,927,1143,563,471,547,786,한솔로지스틱스,009180,1019
19766,16791,15099,18342,6055,5890,5670,6637,7979,7216,6183,7274,17927,17433,17404,18878,12052,11312,11056,12085,2.7,2.3,2.3,3.4,0.8,956,1213,1634,1601,5875,6121,6348,6793,한솔제지,213500,1027
5819,5443,6193,7687,1565,3067,3077,4113,1650,1943,1716,1997,7917,9392,9992,11972,3445,4186,3769,4293,8.2,8.9,10.5,13.4,14.5,3027,3718,4708,5959,4472,5206,6223,7679,한솔케미칼,014680,1027
8419,9722,11949,14906,2160,2113,3111,4680,2489,1986,2343,3333,5130,4953,5914,7887,3112,2335,3123,5104,3.7,-3.9,1.3,4.8,-1.4,251,409,699,594,2018,2618,2791,2783,한솔테크닉스,004710,1027
6020,3463,3595,4136,2535,2104,1670,1653,5572,1784,926,884,13474,6664,6271,6537,9154,2103,1007,1044,-4.8,-2.8,2.6,11.2,3.7,648,886,1493,4154,4320,4561,5264,5493,한솔홀딩스,004150,1021
2969,2639,2532,2633,843,754,787,982,679,915,761,1018,3081,2958,2950,3147,1464,1416,1404,1548,1.1,3.8,-1.5,0.2,1.8,478,412,417,473,1617,1542,1546,1599,한솔홈데코,025750,1027
21422,16233,15569,13111,11680,9174,10241,12772,9350,7324,7825,8600,17784,16510,17343,21199,13324,11372,11135,14422,4.2,8.8,4.2,6.2,2.3,3195,3830,4873,5333,4460,5138,6208,6777,한신공영,004960,1018
533,528,516,544,652,622,647,693,78,106,95,109,907,940,952,1011,109,130,129,151,5.1,3.7,1.8,3.7,4.2,557,568,593,625,798,810,823,860,한신기계,011700,1027
59376,71542,68728,73514,28592,29224,34647,35517,18671,20915,27184,28135,53558,70824,78074,82337,32241,47449,55680,57571,7.5,6.0,5.2,1.5,3.9,21796,23182,22573,23684,21317,23375,22394,24766,한온시스템,018880,1027
918,1085,886,1016,1284,1343,1294,1188,218,274,231,221,1623,1914,2201,1985,454,510,389,350,4.0,2.0,10.8,9.6,4.3,-213,-31,176,264,1169,1404,1812,1635,한올바이오파마,009420,1027
5659,5774,6153,7763,905,958,1081,1386,1245,1194,1933,2447,1996,2758,3017,3748,1326,2039,2331,3013,4.0,2.7,2.1,-0.7,1.2,594,636,603,633,670,719,686,735,한익스프레스,014130,1019
11867,16518,15334,17670,11777,11161,11278,10384,6193,7443,7326,6773,32542,33000,33201,32638,15294,15576,14967,13337,2.4,15.8,1.5,3.3,2.8,19400,19376,19737,20064,17248,17424,18234,19301,한일홀딩스,003300,1027
1686,1730,1571,2486,687,797,654,1099,975,980,765,891,3122,3194,2951,3387,1508,1703,1463,1610,3.0,-2.6,-3.5,-1.6,8.1,1417,1305,1256,1505,1614,1491,1488,1777,한일철강,002220,1027
12425,12470,13032,13806,6361,7834,7600,8001,2704,2490,2556,2677,12809,13594,13499,14269,2968,2960,2982,3149,11.9,13.0,11.6,6.4,7.1,9762,10551,10434,11036,9841,10634,10517,11120,한전KPS,051600,1018
4337,4486,4317,4331,2814,2576,2379,2564,2484,2235,1873,1836,7715,7352,7003,7055,3101,2430,2012,1921,4.2,1.7,3.5,2.8,2.3,4644,4952,5021,5165,4614,4922,4991,5134,한전기술,052690,1026
2625,2896,3293,3211,889,950,871,881,450,496,537,526,1485,1667,1636,1633,731,814,804,781,9.2,8.0,10.7,8.2,5.2,593,686,670,686,754,853,832,852,한전산업,130660,1026
19508,20623,22157,25041,4404,4176,5779,7022,7830,5162,7552,8659,26614,35484,37887,38776,15943,24945,25507,25037,-1.9,1.8,-0.1,0.3,4.2,5904,5731,5777,7273,10671,10539,12380,13739,한진,002320,1019
16979,16288,16958,17065,17209,13005,10675,9490,21401,18452,10346,9500,27336,24702,21939,23852,34418,22252,18739,19532,-5.9,-37.0,11.8,3.4,-6.1,-20566,-12935,-12180,-13587,-7082,2450,3200,4320,HJ중공업,097230,1018
9460,8776,7952,8880,3577,3535,3336,3795,4868,6253,5502,5581,18736,18607,18372,18378,15066,15002,14806,14892,-7.6,0.0,1.6,-0.2,-0.4,-5021,-4734,-4774,390,3670,3605,3566,3486,한진중공업홀딩스,003480,1017
13049,12035,4088,3953,8543,6667,11983,4058,6521,5994,8886,13071,28501,26937,34886,37547,11261,12730,18243,19305,9.5,-0.5,-9.4,-11.1,-1.0,-3637,-5776,-8402,-7957,17240,14207,16643,18242,한진칼,180640,1019
982,601,253,352,845,467,779,940,665,372,575,895,1062,918,1178,1343,736,651,801,973,4.8,1.5,-1.8,-21.3,-22.4,0,-27,-197,-415,326,267,377,370,한창,005110,1016
487402,504124,509265,528361,137205,152427,149538,176347,148700,160027,156521,164690,1695486,1822862,1911783,2023664,1525955,1640222,1734606,1813191,0.8,0.5,0.1,0.4,1.1,36603,36007,33421,46508,169531,182640,177177,210473,한화,000880,1027
90460,94574,91950,107252,50125,53227,49584,60740,51325,58310,52511,57879,152315,156811,151373,200076,90044,98753,91696,118063,6.1,1.1,-1.6,2.0,3.5,44965,41759,44298,50514,62271,58058,59677,82013,한화솔루션,009830,1027
44532,52641,53214,64151,38770,45636,51227,62835,31441,33290,39004,43301,73967,87084,94648,110458,47609,58531,64751,71143,-0.8,0.8,2.0,1.8,2.9,13731,14759,15812,18120,26358,28553,29897,39315,한화에어로스페이스,012450,1027
3633,3814,4587,6554,1117,1275,1740,2560,649,885,1200,1548,3062,3266,3832,4749,1099,1180,1514,1806,8.8,7.0,5.8,8.5,16.6,894,1017,1250,1875,1963,2086,2318,2943,해성디에스,195870,1027
7254,5393,5639,5677,1753,1499,1247,1201,2689,3087,2056,2525,7950,7569,6212,6549,5074,5127,3575,3951,0.9,0.3,-4.5,4.0,-0.1,1989,1558,1753,1710,2876,2442,2637,2598,해태제과식품,101530,1027
6009,6177,5727,5622,3025,3444,3332,4038,3232,3226,3512,4995,7053,8511,8441,8950,3847,5268,5294,6329,3.5,0.6,0.9,-1.0,-7.4,2167,2210,2100,1524,3206,3243,3147,2621,핸즈코퍼레이션,143210,1027
9108,8351,6894,8598,3811,3586,3409,3876,2612,2171,1558,1886,6004,5473,5249,5829,3181,2638,2322,2752,5.2,1.4,2.3,2.6,1.9,2457,2589,2701,2767,2823,2835,2927,3077,HDC현대EP,089470,1027
167309,172788,169709,180655,133368,131720,133989,145264,68609,67709,64677,76132,180546,182270,179393,196373,97628,95120,91729,102080,1.9,2.9,3.2,1.3,3.0,49864,53252,53008,56400,82918,87150,87664,94293,현대건설,000720,1018
32517,31243,32385,34861,11323,11197,11018,9906,4554,5272,5467,5885,28374,29666,30685,31100,7263,8502,8783,8995,4.9,4.5,2.2,2.7,1.3,11306,11519,12030,12285,21111,21164,21902,22105,현대그린푸드,005440,1016
168656,182701,165199,217796,44581,50543,59501,69682,28848,34135,35477,39430,86878,101297,108987,121709,44277,54595,58323,63585,8.4,5.2,5.3,5.8,6.8,41173,44925,49668,56199,42601,46702,50664,58124,현대글로비스,086280,1019
24119,24593,27853,28725,25732,27092,27783,26798,17295,22920,22303,20907,40022,40843,41974,41072,28942,32014,28512,28389,-1.1,-7.6,-8.8,0.5,1.2,2146,-1566,-1199,-483,11080,8829,13462,12683,현대로템,064350,1027
13517,12376,13846,14066,4426,3977,3638,4306,2122,2481,2588,3205,6789,7528,8033,8636,2315,2949,3223,3746,6.7,5.7,2.7,3.4,1.6,3285,3390,3621,3698,4474,4579,4810,4890,현대리바트,079430,1027
351492,380488,366265,417022,197205,215046,229029,235524,82422,89623,100822,100770,430711,466061,484977,514825,123677,141964,151696,161251,3.7,4.5,5.1,3.2,4.7,300955,316568,328513,346795,307034,324097,333281,353574,현대모비스,012330,1027
24030,29941,27920,28872,18014,17448,18792,20467,10764,10016,11910,16120,34637,33806,35990,38783,11466,10267,12315,16740,5.1,2.1,1.8,-0.4,-4.3,18167,18436,18026,16334,23171,23539,23675,22043,현대미포조선,010620,1027
18622,21990,22732,35724,12588,13653,19859,19453,12932,14434,22762,19785,69886,76231,87070,89692,21595,26438,36747,37436,4.5,4.2,3.3,1.3,2.6,35009,36484,36948,38690,48291,49793,50323,52256,현대백화점,069960,1016
7127,7333,6802,8557,3581,3652,4057,5188,1436,921,1187,1861,6056,6086,6485,7688,2236,2057,2200,2710,3.4,3.3,3.6,3.8,9.9,3051,3264,3507,4194,3820,4029,4285,4978,현대비앤지스틸,004560,1027
15478,16167,39519,47796,9603,10724,58302,64518,6882,9344,33284,39204,34097,42090,96171,106515,13037,18577,52719,58467,6.7,18.7,7.2,2.8,2.3,31458,33921,34851,35704,21060,23513,43452,48048,HDC,012630,1021
47140,42634,28809,37825,8831,8516,6593,11114,7296,6754,4613,8738,10982,14446,12191,17074,7922,11028,9046,13446,1.8,-0.7,1.3,3.7,2.6,4257,4335,4746,5043,3060,3418,3145,3628,현대코퍼레이션,011760,1016
52221,55131,64133,137941,17476,14272,22372,87680,11056,16837,28807,25247,41214,71602,93734,178761,30818,60699,76848,75178,-29.8,-20.5,-10.5,1.5,39.2,-35893,-44771,-44439,7806,10396,10903,16886,103583,HMM,011200,1019
2897,2929,396,1367,3975,4125,4324,4475,472,641,1218,1684,7805,8135,10071,10340,664,720,2126,1763,6.1,5.3,4.7,-4.5,8.3,3673,3948,3582,4431,7141,7415,7945,8577,현대퓨처넷,126560,1026
18772,18725,18212,19734,9011,9860,11923,11315,7450,9346,9298,10824,23748,25477,26262,29874,14436,15996,16008,18512,3.6,0.1,1.8,3.8,4.0,2358,2529,2369,3317,9312,9481,10254,11362,현대엘리베이,017800,1027
78805,73146,65922,75277,38908,35691,39880,41565,18628,18614,19857,21263,71074,67743,77199,77495,40705,36825,41940,40542,-0.9,-0.8,0.8,0.7,0.7,25204,25495,25936,26515,30369,30918,35259,36953,현대위아,011210,1027
207804,205126,180234,228499,87690,95787,99348,127758,67025,64203,60727,74668,333049,343663,348450,370423,162818,171326,181520,187819,2.2,1.2,0.1,-1.3,4.2,115606,114883,109331,123585,170231,172337,166930,182604,현대제철,004020,1027
131610,151826,149037,154934,123167,125460,130014,145622,94103,89419,95115,112865,247299,250554,252442,272931,116189,121291,128230,148793,6.8,-1.7,0.9,-3.3,-4.3,160437,161806,154191,144672,131110,129263,124212,124138,한국조선해양,009540,1027
968126,1057464,1039976,1176106,471435,459047,510903,533128,494384,533141,594595,642368,1806558,1945122,2093442,2339464,1067597,1181465,1330032,1513306,2.6,0.9,1.7,1.0,2.6,664901,682496,689118,731679,738961,763657,763410,826158,현대차,005380,1027
1654,1839,1516,1304,976,1111,864,806,204,403,181,271,1888,2414,2169,2510,205,619,400,488,5.9,1.9,4.5,7.7,5.1,908,964,1095,1176,1683,1795,1769,2022,현대코퍼레이션홀딩스,227840,1016
10177,20604,21264,22099,10132,9341,11062,9753,7679,5378,7474,5443,25627,25038,26931,26003,8782,7748,8983,7180,6.5,7.5,3.3,4.3,3.8,14093,14652,15544,16378,16845,17290,17948,18823,현대홈쇼핑,057050,1016
1546,1479,1353,650,983,937,1076,882,470,424,496,412,1208,1143,1304,1233,574,538,702,617,-4.1,-7.4,-1.0,-0.6,2.2,64,37,29,42,634,605,602,616,형지엘리트,093240,1027
2167,2609,2175,2064,1377,1298,1235,1152,1331,1164,1023,802,2284,2183,2079,1947,1367,1228,1097,928,0.6,-0.3,1.9,2.3,2.4,969,1012,1058,1100,917,955,982,1019,혜인,003010,1016
3133,3098,2925,3449,1912,1810,1675,1944,1440,1198,1225,1328,2875,2923,2721,3027,1610,1678,1649,1826,1.7,1.6,1.0,-6.2,4.1,967,971,778,885,1265,1245,1072,1201,호전실업,111110,1027
47137,57173,31881,37791,12722,17161,11640,10872,10027,14381,7753,10118,23037,35273,28938,26565,15387,26077,22699,20795,1.2,4.9,5.8,-8.8,1.0,4754,6270,3418,2886,7650,9196,6239,5770,호텔신라,008770,1016
4752,4514,4193,4222,4484,4583,3945,6152,1572,1759,1364,2236,6409,6126,5805,8080,2661,2416,1860,3910,8.3,8.1,1.2,5.5,4.3,2748,2707,2958,3209,3748,3710,3945,4170,화성산업,002460,1018
15281,15520,13133,13998,6466,6118,6333,6236,8671,8386,7933,7850,12118,12116,11839,11552,9933,9493,9632,9578,-3.2,-2.7,1.9,-3.4,-3.2,1784,1976,1537,1107,2185,2623,2207,1974,화승코퍼레이션,013520,1027
8792,12016,11158,11386,3593,4846,6330,6976,4080,5196,5605,6954,7605,9789,11550,13303,4773,6114,6175,7798,7.8,2.5,7.5,3.9,-0.6,913,1504,1888,1792,2832,3675,5375,5505,화승엔터프라이즈,241590,1027
11119,14259,12988,13655,4672,6366,7646,8203,5420,6845,7133,8547,9913,12707,14335,16371,6371,8173,8062,10024,5.8,2.8,7.2,3.7,-0.3,1928,2476,2878,2768,3542,4534,6273,6347,화승인더,006060,1027
10758,11643,10855,12366,4120,3702,4089,4292,4668,3831,4482,4630,8282,8084,8227,8708,5350,5087,5670,5823,-3.4,-6.8,0.8,-6.7,2.9,2882,2936,2411,2674,2932,2997,2557,2885,화신,010690,1027
2156,2065,1617,2040,1816,1682,1382,1589,592,459,464,650,3856,3749,3784,4254,976,783,822,1171,2.5,3.4,2.0,1.2,2.3,1972,2020,2115,2188,2880,2966,2962,3083,화천기공,000850,1027
1547,1592,1717,1778,1878,2050,2144,2424,237,247,267,309,2877,3049,3296,3532,281,304,330,360,10.5,7.7,6.3,7.3,7.8,2400,2541,2732,2954,2596,2745,2966,3172,환인제약,016580,1027
2448,2436,2395,2710,1721,1795,2400,2052,1237,585,1216,714,4062,3902,4523,4316,1379,1073,1502,991,6.2,4.5,5.9,4.7,7.5,2122,2283,2439,2718,2683,2829,3021,3325,황금에스티,032560,1027
30025,31756,25962,35389,13794,13120,16268,19065,22479,22384,10903,15612,64079,65271,44298,52579,37058,38168,19154,22656,2.4,32.7,2.3,0.0,11.2,63534,63366,61805,64983,27021,27103,25144,29923,효성,004800,1021
4021,3882,4841,4759,625,599,557,658,652,815,889,1068,1214,1593,1617,2414,736,1076,1123,1381,7.1,5.6,7.7,7.9,7.1,256,266,253,285,478,517,494,1033,효성ITX,094280,1026
2749,2489,2616,3813,1219,1311,1329,1822,706,921,1460,1620,4415,5289,5401,6163,1960,2860,2949,3329,9.0,7.4,0.0,0.5,5.4,1019,1080,1170,1390,2455,2429,2452,2834,후성,093370,1027
29546,34504,31288,37940,13379,15868,16861,20411,6723,8674,9955,10514,33043,37702,37584,42889,17978,19693,19011,19824,3.4,6.6,9.6,5.3,8.4,8224,10800,11793,14060,15065,18009,18573,23065,휠라홀딩스,081660,1016
12625,10293,9203,10826,5166,2885,3979,3419,4522,3422,2980,3313,9581,8772,8729,8434,5500,4810,3971,3756,2.6,2.0,0.0,9.4,0.4,2103,1996,2762,2652,4081,3962,4758,4678,휴비스,079980,1027
5888,5370,3656,6165,3000,2650,2615,4119,1778,1462,1248,1756,6035,5791,6041,9519,1974,1825,1897,3255,0.6,2.7,-2.1,1.5,4.9,2366,2193,2278,2647,4061,3966,4144,6264,휴스틸,005010,1027
7629,6598,5935,8612,5296,4268,4345,5205,1007,1680,908,1832,8647,9139,8666,9493,1987,2422,1794,2297,13.5,12.0,7.9,5.6,8.5,4556,4779,4931,5286,6660,6717,6872,7196,TKG휴켐스,069260,1027
1008,1022,889,817,1084,938,591,553,3125,2023,1528,267,8037,4310,2868,2473,7306,4000,3131,1444,-6.8,-10.3,-8.3,-14.2,6.2,-398,-455,-964,-801,731,310,-263,1029,흥아해운,003280,1019
