,종목_list,매출액,유동자산,유동부채,자산총계,부채총계,ROA,이익잉여금,자기자본,x1,x2,x3,x4,x5,z_score
259,보해양조,820,753,750,2005,1311,-13.3,-290,694,0.0,-0.14,-13.3,0.53,0.41,-43.36
260,부광약품,1942,2216,382,4936,802,39.9,3350,4134,0.37,0.68,39.9,5.15,0.39,136.55
262,부산산업,1194,651,480,1336,622,2.8,363,714,0.13,0.27,2.8,1.15,0.89,11.35
263,비상교육,1619,1174,438,2543,474,0.9,1587,2069,0.29,0.62,0.9,4.36,0.64,7.44
264,빙그레,8552,3858,957,6539,1089,5.3,4546,5450,0.44,0.7,5.3,5.0,1.31,23.31
265,사조대림,9371,2692,3202,7209,4046,2.1,1656,3163,-0.07,0.23,2.1,0.78,1.3,8.93
266,사조동아원,4130,1815,2788,4682,2910,3.3,-76,1772,-0.21,-0.02,3.3,0.61,0.88,11.86
267,사조산업,7821,3554,4239,11760,6662,3.7,3718,5098,-0.06,0.32,3.7,0.77,0.67,13.72
268,사조해표,6739,1620,2177,3695,2356,0.3,723,1339,-0.15,0.2,0.3,0.57,1.82,3.25
269,SGC에너지,2653,1974,4170,7591,4417,-1.5,2364,3174,-0.29,0.31,-1.5,0.72,0.35,-4.08
270,삼부토건,1774,2761,1461,4131,2228,-12.8,-567,1903,0.31,-0.14,-12.8,0.85,0.43,-41.12
271,삼성SDI,91583,55193,40128,193497,71245,4.3,66125,122252,0.08,0.34,4.3,1.72,0.47,16.26
272,삼성공조,809,1455,411,2602,463,2.4,2055,2139,0.4,0.79,2.4,4.62,0.31,12.59
273,삼성물산,311556,136713,130168,424067,198577,3.8,69495,225490,0.02,0.16,3.8,1.14,0.73,14.2
274,삼성바이오로직스,5358,15777,7105,59804,18249,3.4,15097,41555,0.15,0.25,3.4,2.28,0.09,13.21
275,삼성에스디에스,100342,58818,15748,80138,18653,8.4,48217,61485,0.54,0.6,8.4,3.3,1.25,32.44
276,삼성엔지니어링,54670,29522,33782,46196,36218,1.3,1978,9978,-0.09,0.04,1.3,0.28,1.18,5.58
277,삼성전기,80020,35253,25096,86449,36984,8.4,31793,49465,0.12,0.37,8.4,1.34,0.93,30.12
278,삼성전자,2437714,1746974,690815,3393572,916041,13.8,2426990,2477531,0.31,0.72,13.8,2.7,0.72,49.26
279,삼성중공업,52651,74055,62671,142829,75366,-2.8,28001,67463,0.08,0.2,-2.8,0.9,0.37,-7.95
281,삼성출판사,1861,846,556,1907,748,0.2,543,1159,0.15,0.28,0.2,1.55,0.98,3.14
282,삼성카드,87,12805,271,230421,14,2.3,43807,230407,0.05,0.19,2.3,16457.64,0.0,9882.5
283,삼아알미늄,1713,751,761,1967,911,1.4,954,1056,-0.01,0.49,1.4,1.16,0.87,6.86
284,삼양사,21238,6521,4738,21739,9079,2.8,2220,12660,0.08,0.1,2.8,1.39,0.98,11.29
285,삼양식품,4694,1297,1387,4121,1777,8.7,1777,2344,-0.02,0.43,8.7,1.32,1.14,31.22
286,삼양통상,1832,2329,255,3275,347,7.9,2362,2928,0.63,0.72,7.9,8.44,0.56,33.46
287,삼양홀딩스,25635,10572,6565,33138,13119,3.1,9708,20019,0.12,0.29,3.1,1.53,0.77,12.47
288,삼영무역,2693,2375,349,3865,520,7.7,2964,3345,0.52,0.77,7.7,6.43,0.7,31.67
289,삼영전자,2497,3260,254,5080,276,3.0,3199,4804,0.59,0.63,3.0,17.41,0.49,22.43
290,삼영화학,1029,447,482,1052,589,-7.2,-73,463,-0.03,-0.07,-7.2,0.79,0.98,-22.44
291,삼익악기,2400,1625,2125,5944,3829,2.3,1713,2115,-0.08,0.29,2.3,0.55,0.4,8.63
292,삼일제약,946,592,853,1479,919,-6.0,365,560,-0.18,0.25,-6.0,0.61,0.64,-18.66
293,삼천리,34562,11748,7585,36994,23311,0.7,12652,13683,0.11,0.34,0.7,0.59,0.93,4.2
294,삼호개발,2987,1587,862,2769,928,7.7,1485,1841,0.26,0.54,7.7,1.98,1.08,28.74
295,삼화왕관,1080,622,174,1718,329,5.8,994,1389,0.26,0.58,5.8,4.22,0.63,23.43
296,삼화전기,2047,706,542,1282,692,5.4,141,590,0.13,0.11,5.4,0.85,1.6,20.24
297,삼화전자,421,179,328,643,450,-6.8,-291,193,-0.23,-0.45,-6.8,0.43,0.65,-22.44
298,삼화콘덴서,2744,1390,853,2200,927,34.6,1058,1273,0.24,0.48,34.6,1.37,1.25,117.21
299,삼화페인트,5242,2752,1529,5580,2762,0.2,2724,2818,0.22,0.49,0.2,1.02,0.94,3.16
300,상신브레이크,3787,2362,1904,4293,2558,2.4,1626,1735,0.11,0.38,2.4,0.68,0.88,9.87
301,새론오토모티브,1676,1500,270,2671,447,2.8,2084,2224,0.46,0.78,2.8,4.98,0.63,14.5
302,샘표,2759,1226,551,3209,879,6.7,1144,2330,0.21,0.36,6.7,2.65,0.86,25.32
303,샘표식품,2756,844,525,2055,738,9.0,334,1317,0.16,0.16,9.0,1.78,1.34,32.52
304,서연,20784,12414,13935,26963,17460,-1.6,7163,9503,-0.06,0.27,-1.6,0.54,0.77,-3.88
305,서연이화,18508,8532,8649,16962,10296,-0.5,2228,6666,-0.01,0.13,-0.5,0.65,1.09,-0.0
306,서울가스,13890,5994,1961,13686,4211,2.9,9347,9475,0.29,0.68,2.9,2.25,1.01,13.23
307,서원,2580,893,1040,2201,1148,3.3,248,1053,-0.07,0.11,3.3,0.92,1.17,12.68
308,서흥,3935,2140,1939,6391,3309,4.8,2422,3082,0.03,0.38,4.8,0.93,0.62,17.59
309,선도전기,838,709,248,1491,653,-0.5,425,838,0.31,0.29,-0.5,1.28,0.56,0.46
310,선진,9124,4148,4678,9172,5860,2.3,2141,3312,-0.06,0.23,2.3,0.57,0.99,9.17
311,SUN&L,5623,2793,2718,6253,3702,-1.5,1329,2551,0.01,0.21,-1.5,0.69,0.9,-3.33
312,성문전자,413,256,129,433,139,0.5,123,294,0.29,0.28,0.5,2.12,0.95,4.61
313,성보화학,495,1024,143,1834,297,3.3,978,1537,0.48,0.53,3.3,5.18,0.27,15.59
314,성신양회,6881,2821,4970,10614,6745,1.6,2300,3869,-0.2,0.22,1.6,0.57,0.65,6.34
315,성안,2202,1431,1551,2885,2108,-7.0,137,777,-0.04,0.05,-7.0,0.37,0.76,-22.1
316,성창기업지주,1370,857,767,6487,1593,-1.2,2008,4894,0.01,0.31,-1.2,3.07,0.21,-1.46
317,세방,6517,1852,1103,9889,1731,4.5,6237,8158,0.08,0.63,4.5,4.71,0.66,19.31
318,세방전지,11809,7886,2750,12679,2855,8.0,9259,9824,0.41,0.73,8.0,3.44,0.93,30.91
319,세아베스틸,32781,13809,9818,37189,17239,0.7,12452,19950,0.11,0.33,0.7,1.16,0.88,4.48
320,세아제강지주,17817,12848,8089,24454,10928,13.3,14700,13526,0.19,0.6,13.3,1.24,0.73,46.43
321,세아특수강,7236,3232,1627,5000,1749,2.2,2365,3251,0.32,0.47,2.2,1.86,1.45,10.87
322,세아홀딩스,51769,22206,15298,54539,24466,1.2,15868,30073,0.13,0.29,1.2,1.23,0.95,6.21
323,세우글로벌,322,347,107,434,107,1.3,86,327,0.55,0.2,1.3,3.06,0.74,7.81
324,세원이앤씨,1338,1116,1200,3295,1617,-5.0,-315,1678,-0.03,-0.1,-5.0,1.04,0.41,-15.64
325,세원정공,1907,3651,845,6195,1077,-2.9,3982,5118,0.45,0.64,-2.9,4.75,0.31,-4.97
326,세종공업,10995,4758,4676,8710,5096,-2.2,3626,3614,0.01,0.42,-2.2,0.71,1.26,-4.98
327,세진중공업,2182,864,1939,3683,2099,0.5,1256,1584,-0.29,0.34,0.5,0.75,0.59,2.82
328,다이나믹디자인,1208,700,1298,1721,1440,-21.2,-533,281,-0.35,-0.31,-21.2,0.2,0.7,-69.99
329,송원산업,7887,3916,3767,8725,4613,4.4,3805,4112,0.02,0.44,4.4,0.89,0.9,16.59
330,수산중공업,846,1006,491,2049,1060,4.2,719,989,0.25,0.35,4.2,0.93,0.41,15.62
331,한국수출포장,2802,861,427,2988,669,5.8,1938,2319,0.15,0.65,5.8,3.47,0.94,23.25
332,스카이라이프,6908,3017,1124,8160,1498,6.5,3851,6662,0.23,0.47,6.5,4.45,0.85,25.9
333,신대양제지,7094,2070,1478,7468,2403,13.4,3254,5065,0.08,0.44,13.4,2.11,0.95,47.15
334,신도리코,5579,7668,633,9502,787,3.7,7197,8715,0.74,0.76,3.7,11.07,0.59,21.39
335,신라교역,3553,2851,587,5810,712,7.1,5006,5098,0.39,0.86,7.1,7.16,0.61,30.01
336,신성이엔지,4247,1598,2720,4131,2991,2.0,-655,1140,-0.27,-0.16,2.0,0.38,1.03,7.31
337,신성통상,9549,4389,3557,6919,4631,0.4,861,2288,0.12,0.12,0.4,0.49,1.38,3.3
338,신세계,51857,18369,32448,111013,60991,2.7,24392,50022,-0.13,0.22,2.7,0.82,0.47,10.02
339,신세계인터내셔날,12627,4037,2462,9825,4376,6.0,3889,5449,0.16,0.4,6.0,1.25,1.29,22.59
340,신세계푸드,12786,2145,1867,6250,3081,1.4,2293,3169,0.04,0.37,1.4,1.03,2.05,7.85
341,신송홀딩스,1633,394,359,2053,802,-6.0,400,1251,0.02,0.19,-6.0,1.56,0.8,-17.77
342,신영와코루,1742,1517,256,3452,320,1.3,2533,3132,0.37,0.73,1.3,9.79,0.5,12.13
344,신원,6215,2738,2031,4123,2293,-1.5,1182,1830,0.17,0.29,-1.5,0.8,1.51,-2.35
345,신풍제약,1874,2246,1462,3810,1735,0.7,1437,2075,0.21,0.38,0.7,1.2,0.49,4.3
346,신풍제지,1541,839,1078,1673,1151,5.4,435,522,-0.14,0.26,5.4,0.45,0.92,19.21
347,신한,506,381,687,1522,1028,-1.8,-108,494,-0.2,-0.07,-1.8,0.48,0.33,-5.66
348,신흥,1215,567,400,1327,454,2.3,738,873,0.13,0.56,2.3,1.92,0.92,10.6
349,쌍방울,1017,914,1446,3802,1761,-19.0,335,2041,-0.14,0.09,-19.0,1.16,0.27,-61.78
350,쌍용C&E,15100,7808,5274,34293,14497,4.2,6766,19796,0.07,0.2,4.2,1.37,0.44,15.49
351,쌍용차,37048,5711,9951,22056,15124,-2.8,-856,6932,-0.19,-0.04,-2.8,0.46,1.68,-7.57
352,써니전자,187,237,45,546,125,8.0,-38,421,0.35,-0.07,8.0,3.37,0.34,29.08
353,씨아이테크,323,202,135,430,187,-7.5,-241,243,0.16,-0.56,-7.5,1.3,0.75,-23.81
354,씨에스윈드,5022,3867,2258,6064,2879,1.4,1706,3185,0.27,0.28,1.4,1.11,0.83,6.83
355,아남전자,1923,831,779,1395,839,-10.0,186,556,0.04,0.13,-10.0,0.66,1.38,-31.0
356,아모레G,60782,24896,8976,73874,11449,5.1,25458,62425,0.22,0.34,5.1,5.45,0.82,21.66
357,아모레퍼시픽,52778,15672,7632,53711,9247,6.2,37260,44464,0.15,0.69,6.2,4.81,0.98,25.47
358,메타랩스,474,417,292,1071,339,-17.9,-1074,732,0.12,-1.0,-17.9,2.16,0.44,-58.59
359,아세아,16276,7009,4075,28403,14564,4.3,9115,13839,0.1,0.32,4.3,0.95,0.57,15.9
360,아세아시멘트,8438,4056,2263,19287,11428,1.2,1910,7859,0.09,0.1,1.2,0.69,0.44,5.06
361,아세아제지,7758,2803,1712,8124,2789,10.0,2531,5335,0.13,0.31,10.0,1.91,0.95,35.69
362,아시아나항공,71834,15136,33693,81911,70979,-2.3,-662,10932,-0.23,-0.01,-2.3,0.15,0.88,-6.91
363,아이마켓코리아,29352,8651,6041,10783,6367,1.9,2571,4416,0.24,0.24,1.9,0.69,2.72,10.03
364,아이에스동서,15968,12712,8105,21827,10749,11.0,6491,11078,0.21,0.3,11.0,1.03,0.73,38.32
365,HDC랩스,2720,1517,718,2900,824,8.6,1264,2076,0.28,0.44,8.6,2.52,0.94,31.78
367,알루코,5068,2607,3841,7443,4636,0.5,978,2807,-0.17,0.13,0.5,0.61,0.68,2.67
368,폴루스바이오팜,102,61,1211,1643,1256,-22.2,-471,387,-0.7,-0.29,-22.2,0.31,0.06,-74.26
369,애경케미칼,10314,3028,1474,4985,1565,11.0,2207,3420,0.31,0.44,11.0,2.19,2.07,40.67
370,에넥스,4457,1082,855,1554,960,0.7,114,594,0.15,0.07,0.7,0.62,2.87,5.83
371,에스엘,15986,8877,5397,17304,7076,1.5,8675,10228,0.2,0.5,1.5,1.45,0.92,7.68
372,에스원,20183,6615,3061,16829,4205,6.3,12030,12624,0.21,0.71,6.3,3.0,1.2,25.03
373,에쓰씨엔지니어링,2508,1453,1774,3670,2218,-3.2,-421,1452,-0.09,-0.11,-3.2,0.65,0.68,-9.75
374,에이블씨엔씨,3455,2648,653,3881,693,-3.1,1363,3188,0.51,0.35,-3.1,4.6,0.89,-5.48
375,에이프로젠제약,454,873,620,2171,666,-0.7,-333,1505,0.12,-0.15,-0.7,2.26,0.21,-0.81
376,엔씨소프트,17151,15764,4731,29413,5623,13.0,21638,23790,0.38,0.74,13.0,4.23,0.58,47.51
377,엔에스쇼핑,4741,1231,2194,8140,3728,4.4,4384,4412,-0.12,0.54,4.4,1.18,0.58,16.42
378,엔케이,1084,722,759,2055,846,-13.1,-249,1209,-0.02,-0.12,-13.1,1.43,0.53,-42.03
379,플레이그램,65,226,20,452,26,-26.0,-364,426,0.46,-0.81,-26.0,16.38,0.14,-76.41
380,영보화학,1439,739,322,1761,326,3.2,1284,1435,0.24,0.73,3.2,4.4,0.82,15.33
381,영원무역,21013,13371,4694,26389,9758,4.5,9799,16631,0.33,0.37,4.5,1.7,0.8,17.58
382,영원무역홀딩스,25187,16704,5243,32622,10820,5.1,8274,21802,0.35,0.25,5.1,2.01,0.77,19.58
383,영풍,29714,13751,7100,47216,12142,1.0,30158,35074,0.14,0.64,1.0,2.89,0.63,6.73
384,영풍제지,1112,821,260,1390,278,10.7,843,1112,0.4,0.61,10.7,4.0,0.8,39.84
385,영흥,1965,1050,900,2930,1266,-1.8,1122,1664,0.05,0.38,-1.8,1.31,0.67,-3.89
386,예스코홀딩스,10954,5063,4329,14646,8647,-2.5,5158,5999,0.05,0.35,-2.5,0.69,0.75,-6.54
387,오뚜기,22468,8226,5217,20635,7878,8.5,12602,12757,0.15,0.61,8.5,1.62,1.09,31.14
388,오리엔트바이오,304,323,149,841,214,-22.0,-613,627,0.21,-0.73,-22.0,2.93,0.36,-71.25
390,오리온홀딩스,19977,8032,5430,43421,11655,2.7,2666,31766,0.06,0.06,2.7,2.73,0.46,11.16
391,웰바이오텍,739,716,342,1112,348,-16.5,-618,764,0.34,-0.56,-16.5,2.2,0.66,-52.85
392,용평리조트,1814,1040,1871,8128,3986,1.2,1546,4142,-0.1,0.19,1.2,1.04,0.22,4.95
393,팜젠사이언스,891,810,330,982,413,5.4,123,569,0.49,0.13,5.4,1.38,0.91,20.33
394,우리들휴브레인,336,543,425,614,429,-24.7,-323,185,0.19,-0.53,-24.7,0.43,0.55,-81.22
395,우성,2893,1392,966,2822,1230,-1.6,1506,1592,0.15,0.53,-1.6,1.29,1.03,-2.56
396,우신시스템,3030,1567,1589,2972,1867,-1.4,714,1105,-0.01,0.24,-1.4,0.59,1.02,-2.92
397,우진,939,615,380,2110,800,-3.6,343,1310,0.11,0.16,-3.6,1.64,0.45,-10.09
398,우진플라임,1719,1196,1018,2877,2210,-4.5,470,667,0.06,0.16,-4.5,0.3,0.6,-13.77
399,웅진,2787,4863,4977,7599,5342,-12.6,847,2257,-0.02,0.11,-12.6,0.42,0.37,-40.83
400,웅진씽크빅,6429,4705,3218,6533,3343,3.8,1248,3190,0.23,0.19,3.8,0.95,0.98,14.63
401,원림,789,681,273,1500,374,0.3,645,1126,0.27,0.43,0.3,3.01,0.53,4.25
402,윌비스,2777,2008,1499,3048,1728,-2.2,25,1320,0.17,0.01,-2.2,0.76,0.91,-5.68
403,유니드,8140,4402,3075,11119,4564,3.2,6512,6555,0.12,0.59,3.2,1.44,0.73,13.12
404,유니온,2089,1108,1248,3066,1593,-18.0,997,1473,-0.05,0.33,-18.0,0.92,0.68,-57.77
405,유니온머티리얼,1123,667,495,1443,657,-6.2,362,786,0.12,0.25,-6.2,1.2,0.78,-18.47
406,유니켐,836,713,539,1186,557,11.1,107,629,0.15,0.09,11.1,1.13,0.7,38.31
407,유니퀘스트,2656,1859,1133,3241,1325,3.6,1626,1916,0.22,0.5,3.6,1.45,0.82,14.53
408,유성기업,2466,1946,391,3756,852,1.8,2371,2904,0.41,0.63,1.8,3.41,0.66,10.02
409,유수홀딩스,3843,2393,822,5411,2095,4.8,303,3316,0.29,0.06,4.8,1.58,0.71,17.93
411,와이투솔루션,911,755,769,1942,867,-15.1,-206,1075,-0.01,-0.11,-15.1,1.24,0.47,-48.78
412,유엔젤,335,331,101,512,102,3.6,236,410,0.45,0.46,3.6,4.02,0.65,16.13
413,유유제약,831,689,278,1352,484,3.4,397,868,0.3,0.29,3.4,1.79,0.61,13.67
415,유한양행,15188,11110,3497,21738,5221,2.7,15354,16517,0.35,0.71,2.7,3.16,0.7,12.92
416,율촌화학,4898,2071,1959,6142,2780,2.5,3118,3362,0.02,0.51,2.5,1.21,0.8,10.51
417,이건산업,3396,1166,1666,4342,2537,1.5,1185,1805,-0.12,0.27,1.5,0.71,0.78,6.39
418,이노션,12392,15757,9340,17409,9991,5.5,6149,7418,0.37,0.35,5.5,0.74,0.71,20.24
419,이마트,170491,22856,49983,167539,78964,2.9,27727,88575,-0.16,0.17,2.9,1.12,1.02,11.31
420,이수페타시스,5603,2688,2683,5056,3279,-1.5,1168,1777,0.0,0.23,-1.5,0.54,1.11,-3.2
421,이수화학,15311,4653,4150,9357,5332,-0.2,605,4025,0.05,0.06,-0.2,0.75,1.64,1.57
422,이아이디,1213,346,57,800,61,-7.5,-62,739,0.36,-0.08,-7.5,12.11,1.52,-15.65
423,이엔플러스,398,380,517,913,528,-11.7,-186,385,-0.15,-0.2,-11.7,0.73,0.44,-38.19
424,이연제약,1230,2244,425,3032,778,0.5,2063,2254,0.6,0.68,0.5,2.9,0.41,5.47
425,이화산업,691,457,509,2875,1046,-0.6,525,1829,-0.02,0.18,-0.6,1.75,0.24,-0.46
426,인디에프,1976,948,666,1381,718,0.2,6,663,0.2,0.0,0.2,0.92,1.43,2.88
427,인스코비,586,280,140,574,266,-15.7,-501,308,0.24,-0.87,-15.7,1.16,1.02,-51.03
428,인지컨트롤스,5041,1759,2173,4554,2576,0.2,1821,1978,-0.09,0.4,0.2,0.77,1.11,2.68
429,인천도시가스,5844,1709,960,3478,1677,4.4,1371,1801,0.22,0.39,4.4,1.07,1.68,17.65
430,인터지스,4924,1791,1744,4701,2468,-2.9,660,2233,0.01,0.14,-2.9,0.9,1.05,-7.77
431,인팩,3504,1245,1376,2844,1666,0.8,993,1178,-0.05,0.35,0.8,0.71,1.23,4.72
432,일동제약,5039,2105,1629,5647,2878,2.3,174,2769,0.08,0.03,2.3,0.96,0.89,9.19
433,일동홀딩스,471,549,817,2655,1005,-1.4,326,1650,-0.1,0.12,-1.4,1.64,0.18,-3.41
434,일성건설,3640,2121,1789,3087,2187,0.8,124,900,0.11,0.04,0.8,0.41,1.18,4.25
435,일신방직,5039,3583,1192,9373,2141,2.4,6845,7232,0.26,0.73,2.4,3.38,0.54,11.82
436,일양약품,3000,1614,1837,4323,2224,0.8,-10,2099,-0.05,-0.0,0.8,0.94,0.69,3.83
437,일정실업,480,407,242,683,254,-10.1,315,429,0.24,0.46,-10.1,1.69,0.7,-30.68
438,일진다이아,1340,966,440,1599,566,4.9,882,1033,0.33,0.55,4.9,1.83,0.84,19.27
439,일진디스플,2064,640,682,1583,773,1.0,749,810,-0.03,0.47,1.0,1.05,1.3,5.85
440,일진머티리얼즈,5020,3575,1090,6922,1638,6.2,1098,5284,0.36,0.16,6.2,3.23,0.73,23.78
441,일진전기,7314,2953,3709,7786,4783,-1.9,1271,3003,-0.1,0.16,-1.9,0.63,0.94,-4.85
442,일진홀딩스,9294,4598,5078,11166,6691,0.1,1292,4475,-0.04,0.12,0.1,0.67,0.83,1.68
443,잇츠한불,2141,3907,519,5356,608,3.4,1388,4748,0.63,0.26,3.4,7.81,0.4,17.43
444,자화전자,3583,1962,733,3522,752,-0.3,2516,2770,0.35,0.71,-0.3,3.68,1.02,3.65
445,전방,1493,640,2027,3640,2390,-6.0,-109,1250,-0.38,-0.03,-6.0,0.52,0.41,-19.58
446,제이에스코퍼레이션,2056,1243,329,1895,342,3.1,831,1553,0.48,0.44,3.1,4.54,1.08,15.22
447,제이준코스메틱,1320,1371,413,2149,883,-0.8,377,1266,0.45,0.18,-0.8,1.43,0.61,-0.38
448,제일기획,34779,18016,11657,21721,12793,6.0,11429,8928,0.29,0.53,6.0,0.7,1.6,22.91
450,제일연마,822,536,178,1015,222,5.2,806,793,0.35,0.79,5.2,3.57,0.81,21.64
451,제일파마홀딩스,1427,3379,2810,9201,3305,1.3,2612,5896,0.06,0.28,1.3,1.78,0.16,5.98
452,제주항공,12594,4782,4032,10316,6492,7.7,1627,3824,0.07,0.16,7.7,0.59,1.22,27.29
453,조광페인트,2095,1032,936,3036,1296,-1.4,1636,1740,0.03,0.54,-1.4,1.34,0.69,-2.33
454,조선내화,7892,3695,2866,10306,3369,5.7,5011,6937,0.08,0.49,5.7,2.06,0.77,21.6
455,종근당,9562,3903,2045,7115,2806,6.0,1426,4309,0.26,0.2,6.0,1.54,1.34,22.65
456,종근당바이오,1245,783,236,1845,369,4.4,1092,1476,0.3,0.59,4.4,4.0,0.67,18.78
457,종근당홀딩스,5311,2887,1433,8714,2007,6.3,2404,6707,0.17,0.28,6.3,3.34,0.61,24.0
458,주연테크,443,323,103,607,160,-8.8,-145,447,0.36,-0.24,-8.8,2.79,0.73,-26.54
459,지엠비코리아,4572,2088,1646,4752,2441,-0.2,2031,2311,0.09,0.43,-0.2,0.95,0.96,1.58
460,지역난방공사,24873,6420,9591,56580,40978,-4.0,13907,15602,-0.06,0.25,-4.0,0.38,0.44,-12.25
461,지코,796,144,200,637,369,4.8,-117,268,-0.09,-0.18,4.8,0.73,1.25,17.17
462,지투알,5382,5949,4915,6328,5024,2.5,684,1304,0.16,0.11,2.5,0.26,0.85,9.6
463,진도,1201,1036,547,1607,560,3.5,287,1047,0.3,0.18,3.5,1.87,0.75,14.03
464,진양산업,594,198,126,507,153,4.9,251,354,0.14,0.5,4.9,2.31,1.17,19.59
465,진양폴리,301,71,130,350,160,2.7,116,190,-0.17,0.33,2.7,1.19,0.86,10.74
466,진양홀딩스,2418,1553,1023,4962,1371,0.9,1559,3591,0.11,0.31,0.9,2.62,0.49,5.6
467,진원생명과학,343,382,188,493,199,-25.1,-537,294,0.39,-1.09,-25.1,1.48,0.7,-82.3
468,참엔지니어링,2067,2086,1098,7697,6853,1.9,-179,844,0.13,-0.02,1.9,0.12,0.27,6.74
469,센트럴인사이트,360,378,420,725,482,2.2,-237,243,-0.06,-0.33,2.2,0.5,0.5,7.53
470,체시스,556,221,453,886,619,-4.1,-23,267,-0.26,-0.03,-4.1,0.43,0.63,-13.0
471,카카오,24170,28590,19093,79595,23324,0.2,4534,56271,0.12,0.06,0.2,2.41,0.3,2.63
472,케이씨,5261,2748,1054,5744,1581,44.7,3821,4163,0.29,0.67,44.7,2.63,0.92,151.29
474,엘브이엠씨홀딩스,2940,3676,2270,6537,2940,-7.6,1979,3597,0.22,0.3,-7.6,1.22,0.45,-23.21
475,코리아써키트,5358,2328,872,5005,1127,-5.3,2214,3878,0.29,0.44,-5.3,3.44,1.07,-13.39
476,코스맥스,12597,5958,6504,10615,8197,2.1,1348,2418,-0.05,0.13,2.1,0.29,1.19,8.41
477,코스맥스비티아이,4383,2068,4096,8798,5200,1.6,1017,3598,-0.23,0.12,1.6,0.69,0.5,6.09
478,코스모화학,6781,1254,2010,4930,3305,-1.9,-1013,1625,-0.15,-0.21,-1.9,0.49,1.38,-5.07
479,코아스,1086,384,517,785,551,-0.2,-1,234,-0.17,-0.0,-0.2,0.42,1.38,0.77
480,코오롱,43245,12555,19318,34739,26447,-0.1,2220,8292,-0.19,0.06,-0.1,0.31,1.24,0.95
481,코오롱글로벌,33583,9485,12579,20334,15867,0.7,1898,4467,-0.15,0.09,0.7,0.28,1.65,4.07
482,코오롱인더,44598,19552,23244,55729,33643,0.8,9888,22086,-0.07,0.18,0.8,0.66,0.8,4.0
483,코오롱플라스틱,3213,1208,991,3410,1436,3.5,755,1974,0.06,0.22,3.5,1.37,0.94,13.69
484,코웨이,27073,8437,12343,23789,12912,15.4,9668,10877,-0.16,0.41,15.4,0.84,1.14,52.84
485,콤텍시스템,1252,875,330,1135,366,6.0,281,769,0.48,0.25,6.0,2.1,1.1,23.08
486,쿠쿠홀딩스,4933,2474,901,7470,1376,13.7,10611,6094,0.21,1.42,13.7,4.43,0.66,50.77
487,크라운해태홀딩스,10921,2810,4458,12865,7928,0.8,2457,4937,-0.13,0.19,0.8,0.62,0.85,3.97
489,아센디오,181,805,690,1242,719,-21.8,-598,523,0.09,-0.48,-21.8,0.73,0.15,-71.92
490,태경산업,5635,1992,1829,5427,2324,2.8,1737,3103,0.03,0.32,2.8,1.34,1.04,11.57
491,태경케미컬,474,197,91,1232,152,2.5,665,1080,0.09,0.54,2.5,7.11,0.38,13.76
492,태광산업,31088,20724,7685,45027,9977,5.8,30119,35050,0.29,0.67,5.8,3.51,0.69,23.22
493,태림포장,6087,1520,2286,6068,2692,4.6,2421,3376,-0.13,0.4,4.6,1.25,1.0,17.33
494,태양금속,4492,2010,2367,3963,2985,-1.4,622,978,-0.09,0.16,-1.4,0.33,1.13,-3.18
495,태영건설,36911,27908,18865,49586,34763,5.0,9193,14823,0.18,0.19,5.0,0.43,0.74,17.98
496,태평양물산,9721,2947,3455,5565,4055,1.9,550,1510,-0.09,0.1,1.9,0.37,1.75,8.27
497,테이팩스,1085,304,422,1602,671,3.2,132,931,-0.07,0.08,3.2,1.39,0.68,12.1
498,텔코웨어,421,908,122,1258,151,5.2,1012,1107,0.62,0.8,5.2,7.33,0.33,23.75
499,토니모리,1810,1005,574,2042,987,-3.9,514,1055,0.21,0.25,-3.9,1.07,0.89,-10.74
500,티에이치엔,3728,1104,1377,2124,1721,2.3,78,403,-0.13,0.04,2.3,0.23,1.76,9.39
501,티웨이홀딩스,7375,3410,1770,4975,2126,8.5,-170,2849,0.33,-0.03,8.5,1.34,1.48,30.69
502,팜스코,10157,4118,4860,8832,5733,0.4,2272,3099,-0.08,0.26,0.4,0.54,1.15,3.06
503,팬오션,26684,6922,6705,41195,14591,3.7,852,26604,0.01,0.02,3.7,1.82,0.65,13.99
504,페이퍼코리아,4123,3377,4218,5884,5606,-6.1,-1638,278,-0.14,-0.28,-6.1,0.05,0.7,-19.96
505,평화산업,3358,934,1397,1784,1562,-24.7,-479,222,-0.26,-0.27,-24.7,0.14,1.88,-80.24
506,평화홀딩스,5560,1970,2876,4954,3562,-12.7,495,1392,-0.18,0.1,-12.7,0.39,1.12,-40.63
507,포스코스틸리온,9403,2519,1964,4542,2355,2.5,1358,2187,0.12,0.3,2.5,0.93,2.07,11.44
508,포스코인터내셔널,251739,59802,54211,98810,69915,1.2,17323,28895,0.06,0.18,1.2,0.41,2.55,7.08
509,풀무원,22720,4705,5252,12169,7713,1.0,2590,4456,-0.04,0.21,1.0,0.58,1.87,5.76
510,풍산,27745,13616,8398,26681,12888,2.3,7427,13793,0.2,0.28,2.3,1.07,1.04,9.9
511,풍산홀딩스,3061,1796,1016,8793,1659,4.2,4297,7134,0.09,0.49,4.2,4.3,0.35,17.58
512,KH 필룩스,1100,1380,1325,3041,1441,-4.5,313,1600,0.02,0.1,-4.5,1.11,0.36,-13.66
