,종목_list,매출액,유동자산,유동부채,자산총계,부채총계,ROA,이익잉여금,자기자본,x1,x2,x3,x4,x5,z_score
23,KC코트렐,1820,1420,1191,2195,1417,1.1,415,778,0.1,0.19,1.1,0.55,0.83,5.18
24,KEC,2174,1542,855,3512,1258,0.5,12,2254,0.2,0.0,0.5,1.79,0.62,3.58
25,컨버즈,764,398,601,649,640,-32.3,-852,9,-0.31,-1.31,-32.3,0.01,1.18,-107.61
26,KG케미칼,12828,6642,7231,15086,9044,1.9,1698,6042,-0.04,0.11,1.9,0.67,0.85,7.63
27,KISCO홀딩스,12886,11179,2419,15452,2661,2.4,5309,12791,0.57,0.34,2.4,4.81,0.83,12.8
28,KPX케미칼,7667,3193,817,5353,916,2.2,3872,4437,0.44,0.72,2.2,4.84,1.43,13.13
29,KPX홀딩스,10224,5804,2360,14166,2907,1.0,3654,11259,0.24,0.26,1.0,3.87,0.72,6.99
30,KR모터스,366,870,706,1549,850,-18.6,-525,699,0.11,-0.34,-18.6,0.82,0.24,-60.99
31,KSS해운,2025,447,1195,9045,6532,2.3,2310,2513,-0.08,0.26,2.3,0.38,0.22,8.31
32,KT,234601,118943,93877,321888,174576,2.5,113289,147312,0.08,0.35,2.5,0.84,0.73,10.07
33,KT&G,44715,64134,16407,101979,20297,8.9,71015,81682,0.47,0.7,8.9,4.02,0.44,33.77
35,KTcs,10161,2955,1786,3503,1886,3.3,1177,1617,0.33,0.34,3.3,0.86,2.9,15.18
36,LF,17067,9701,2986,16518,4684,5.0,8362,11834,0.41,0.51,5.0,2.53,1.03,20.25
37,LG,77434,46131,30395,228359,46714,8.5,150486,181645,0.07,0.66,8.5,3.89,0.34,31.73
38,LG디스플레이,243366,88001,99545,331757,182895,-0.6,102400,148862,-0.03,0.31,-0.6,0.81,0.73,-0.37
39,LX인터내셔널,99882,25584,21674,50381,34885,-0.7,8801,15496,0.08,0.17,-0.7,0.44,1.98,0.27
40,LG생활건강,67475,16912,13589,52759,16819,13.8,35634,35940,0.06,0.68,13.8,2.14,1.28,49.13
41,LG유플러스,117257,42472,38330,139399,70866,3.7,34472,68533,0.03,0.25,3.7,0.97,0.84,14.02
42,LG이노텍,79821,22333,15844,57561,36378,2.8,9067,21183,0.11,0.16,2.8,0.58,1.39,11.33
43,LG전자,613417,193629,171350,443284,280215,3.4,120754,163069,0.05,0.27,3.4,0.58,1.38,13.38
44,LX하우시스,32665,10809,7368,25097,15930,-2.1,2774,9167,0.14,0.11,-2.1,0.58,1.3,-4.96
45,LG화학,281830,120885,72735,289441,116220,5.6,149943,173221,0.17,0.52,5.6,1.49,0.97,21.28
46,LIG넥스원,14775,14198,13059,23221,16720,0.2,3270,6501,0.05,0.14,0.2,0.39,0.64,1.79
47,LS,100927,59775,39566,104903,61307,4.8,28318,43596,0.19,0.27,4.8,0.71,0.96,17.83
48,LS네트웍스,4459,2597,2105,12736,6355,1.3,2682,6381,0.04,0.21,1.3,1.0,0.35,5.58
49,LS ELECTRIC,24850,15361,7002,24058,11084,5.7,11833,12974,0.35,0.49,5.7,1.17,1.03,21.65
50,LS전선아시아,4413,2402,1895,3496,2060,3.4,281,1436,0.15,0.08,3.4,0.7,1.26,13.19
51,MH에탄올,728,296,1411,4402,3486,-2.6,642,916,-0.25,0.15,-2.6,0.26,0.17,-8.34
52,NAVER,55869,53856,26197,98812,39321,7.0,52292,59491,0.28,0.53,7.0,1.51,0.57,25.65
53,NHN,12646,10063,5625,24947,6746,4.5,3862,18201,0.18,0.15,4.5,2.7,0.51,17.41
55,NICE,14702,12084,9176,21730,11330,5.1,4080,10400,0.13,0.19,5.1,0.92,0.68,18.48
56,NPC,4149,1734,1225,3928,1318,3.1,2216,2610,0.13,0.56,3.1,1.98,1.06,13.42
57,OCI,31121,20187,10929,56596,21670,1.8,25288,34926,0.16,0.45,1.8,1.61,0.55,8.28
58,POSCO홀딩스,649778,336510,189380,782483,314887,2.4,442160,467596,0.19,0.57,2.4,1.48,0.83,10.66
59,SNT에너지,1395,1555,316,2810,497,0.6,1873,2313,0.44,0.67,0.6,4.65,0.5,6.74
60,SNT모티브,9189,6801,2815,11965,3717,4.7,6130,8248,0.33,0.51,4.7,2.22,0.77,18.72
61,SNT중공업,3963,4137,1180,8457,2382,2.4,5686,6075,0.35,0.67,2.4,2.55,0.47,11.28
62,SNT홀딩스,14013,11680,3816,21138,6106,3.5,4721,15032,0.37,0.22,3.5,2.46,0.66,14.44
63,S-Oil,254633,58545,57890,159550,94858,1.7,48231,64692,0.0,0.3,1.7,0.68,1.6,8.04
64,SBS,9140,4935,2102,9576,3892,0.6,4175,5684,0.3,0.44,0.6,1.46,0.95,4.78
65,SBS미디어홀딩스,2316,3557,962,8802,1055,1.7,2188,7747,0.29,0.25,1.7,7.34,0.26,10.97
66,SG세계물산,3202,1996,957,3344,1375,2.0,584,1969,0.31,0.17,2.0,1.43,0.96,9.03
67,SG글로벌,1345,525,461,1996,726,1.6,620,1270,0.03,0.31,1.6,1.75,0.67,7.47
68,SH에너지화학,1836,858,67,1224,170,1.6,424,1054,0.65,0.35,1.6,6.2,1.5,11.77
69,SIMPAC,3062,3107,2285,6818,2467,13.0,2741,4351,0.12,0.4,13.0,1.76,0.45,45.11
70,SJM,1553,1315,277,2001,336,1.8,1148,1665,0.52,0.57,1.8,4.96,0.78,11.12
71,SJM홀딩스,1607,1775,365,2895,456,2.1,1233,2439,0.49,0.43,2.1,5.35,0.56,11.89
72,SK,1001616,371284,300078,1194570,685691,5.4,122173,508879,0.06,0.1,5.4,0.74,0.84,19.32
73,SKC,27678,9101,10815,38331,21383,3.8,13254,16948,-0.04,0.35,3.8,0.79,0.72,14.18
74,SK가스,68592,16098,15006,37556,21128,1.4,12215,16428,0.03,0.33,1.4,0.78,1.83,7.41
75,SK네트웍스,126458,32532,37397,77690,54572,0.1,9791,23118,-0.06,0.13,0.1,0.42,1.63,2.32
76,SK디앤디,5628,9143,7327,14901,11423,4.3,1600,3478,0.12,0.11,4.3,0.3,0.38,15.05
77,SK이노베이션,542165,166347,88666,358534,166791,4.9,129285,191743,0.22,0.36,4.9,1.15,1.51,19.14
79,SK디스커버리,69392,17724,16972,48056,24870,2.0,18523,23186,0.02,0.39,2.0,0.93,1.44,9.17
80,SK텔레콤,168740,79588,68476,423691,200199,8.3,221445,223492,0.03,0.52,8.3,1.12,0.4,29.23
81,SK하이닉스,404451,198941,130319,636583,168060,28.5,420336,468523,0.11,0.66,28.5,2.79,0.64,97.42
82,SPC삼립,22202,3402,4077,7523,4383,5.7,2960,3140,-0.09,0.39,5.7,0.72,2.95,22.63
83,STX,15030,4229,4636,5541,4900,1.5,81,641,-0.07,0.01,1.5,0.13,2.71,7.67
84,STX엔진,5773,4938,3499,8641,6429,3.3,-4744,2212,0.17,-0.55,3.3,0.34,0.67,11.2
85,STX중공업,2148,3211,2822,5672,4008,-16.4,-4067,1664,0.07,-0.72,-16.4,0.42,0.38,-54.41
86,TCC스틸,4132,1522,932,3048,1925,3.3,713,1123,0.19,0.23,3.3,0.58,1.36,13.15
87,WISCOM,1119,759,82,1278,106,0.8,884,1172,0.53,0.69,0.8,11.06,0.88,11.76
88,YG PLUS,936,602,228,1468,313,-1.0,-116,1155,0.25,-0.08,-1.0,3.69,0.64,-0.26
89,가온전선,8407,2778,1475,5265,2661,0.0,2161,2604,0.25,0.41,0.0,0.98,1.6,3.06
90,강남제비스코,3070,1879,604,6579,1083,6.3,4401,5496,0.19,0.67,6.3,5.07,0.47,25.47
91,강원랜드,14381,17590,6360,42312,6445,7.1,35245,35867,0.27,0.83,7.1,5.57,0.34,28.6
92,경농,2127,1700,1283,3573,1558,1.4,1332,2015,0.12,0.37,1.4,1.29,0.6,6.66
93,경동나비엔,7267,2870,2751,5836,3035,4.6,2465,2801,0.02,0.42,4.6,0.92,1.25,17.59
95,경동인베스트,2286,1885,784,6001,1922,5.1,5543,4079,0.18,0.92,5.1,2.12,0.38,19.99
96,경방,3514,1207,1632,13018,5930,1.6,7032,7088,-0.03,0.54,1.6,1.2,0.27,6.99
97,경인양행,3311,2348,1569,4130,1892,3.6,1476,2238,0.19,0.36,3.6,1.18,0.8,14.12
98,경인전자,185,438,22,574,28,-1.2,313,546,0.72,0.55,-1.2,19.5,0.32,9.69
99,계룡건설,22927,10784,10054,17262,12864,5.7,3313,4398,0.04,0.19,5.7,0.34,1.33,20.66
100,계양전기,3651,1351,544,2726,852,3.6,1295,1874,0.3,0.48,3.6,2.2,1.34,15.57
101,고려산업,1584,1161,1035,2136,1212,1.9,654,924,0.06,0.31,1.9,0.76,0.74,7.97
102,고려아연,68833,39659,5384,72259,8514,7.5,61381,63745,0.47,0.85,7.5,7.49,0.95,31.95
103,고려제강,15772,9494,6901,23875,9304,0.1,13933,14571,0.11,0.58,0.1,1.57,0.66,2.88
105,광동제약,11802,4591,2714,7321,3012,3.0,3495,4309,0.26,0.48,3.0,1.43,1.61,13.35
106,광명전기,1126,700,363,1518,531,1.8,462,987,0.22,0.3,1.8,1.86,0.74,8.48
107,광전자,1769,1308,232,2621,377,2.5,524,2244,0.41,0.2,2.5,5.95,0.67,13.26
109,국도화학,12806,4512,2696,8544,3548,5.7,4295,4996,0.21,0.5,5.7,1.41,1.5,22.11
110,국동,2196,838,632,1230,750,2.6,86,480,0.17,0.07,2.6,0.64,1.79,11.05
111,국보,716,118,281,482,348,-6.6,-72,134,-0.34,-0.15,-6.6,0.39,1.49,-20.68
112,국제약품,1077,546,482,1262,575,1.7,79,687,0.05,0.06,1.7,1.19,0.85,7.32
113,극동유화,8309,1268,689,2801,1202,5.9,1460,1599,0.21,0.52,5.9,1.33,2.97,24.22
114,금강공업,5679,3629,4223,8528,4986,1.9,2396,3542,-0.07,0.28,1.9,0.71,0.67,7.67
115,금비,2014,1056,565,2602,966,4.1,913,1636,0.19,0.35,4.1,1.69,0.77,16.03
116,금양,2054,1294,1146,2048,1253,10.1,403,795,0.07,0.2,10.1,0.63,1.0,35.07
117,금호건설,13767,6189,6397,11822,8259,0.0,2086,3563,-0.02,0.18,0.0,0.43,1.16,1.64
118,금호석유,55849,13487,17589,46167,22686,10.9,19246,23481,-0.09,0.42,10.9,1.04,1.21,38.28
119,금호에이치티,2093,1555,867,2384,1135,4.0,874,1249,0.29,0.37,4.0,1.1,0.88,15.61
120,금호전기,636,613,1112,1703,1356,-7.2,-302,347,-0.29,-0.18,-7.2,0.26,0.37,-23.83
121,금호타이어,25587,13458,12209,42214,28797,-4.4,-3138,13417,0.03,-0.07,-4.4,0.47,0.61,-13.69
122,기신정기,1190,1294,101,2458,121,6.2,1960,2337,0.49,0.8,6.2,19.31,0.48,34.23
123,기아,541698,197118,148347,517866,245431,2.2,247117,272435,0.09,0.48,2.2,1.11,1.05,9.75
124,깨끗한나라,6263,1663,3281,5994,4247,-5.7,-407,1747,-0.27,-0.07,-5.7,0.41,1.04,-17.95
125,에이프로젠 MED,510,1413,998,3952,1996,-9.7,-283,1956,0.11,-0.07,-9.7,0.98,0.13,-31.26
126,남광토건,1572,990,938,1489,998,3.6,157,491,0.03,0.11,3.6,0.49,1.06,13.42
127,남선알미늄,3478,1290,909,3030,1343,8.6,1086,1687,0.13,0.36,8.6,1.26,1.15,30.94
128,남성,833,781,1040,2051,1223,-1.8,504,828,-0.13,0.25,-1.8,0.68,0.41,-4.93
129,남양유업,10797,6287,1487,10527,1638,0.2,9059,8889,0.46,0.86,0.2,5.43,1.03,6.7
130,비비안,2114,792,324,1411,365,-4.0,769,1046,0.33,0.55,-4.0,2.87,1.5,-8.81
131,남해화학,12427,3410,1084,5479,1232,1.5,3375,4247,0.42,0.62,1.5,3.45,2.27,10.66
132,넥센,13600,11105,7177,38251,19423,3.6,7841,18828,0.1,0.2,3.6,0.97,0.36,13.22
133,넥센타이어,19840,9835,6350,32423,18141,3.4,12914,14282,0.11,0.4,3.4,0.79,0.61,13.0
134,넷마블,20213,25906,5870,54330,8815,4.0,7610,45515,0.37,0.14,4.0,5.16,0.37,17.31
135,노루페인트,6147,2396,1961,6074,2996,2.1,1938,3078,0.07,0.32,2.1,1.03,1.01,9.09
136,노루홀딩스,8360,4491,2725,9871,4256,0.3,3024,5615,0.18,0.31,0.3,1.32,0.85,3.28
137,녹십자,13349,8934,3035,17234,5972,2.0,7018,11262,0.34,0.41,2.0,1.89,0.77,9.49
138,녹십자홀딩스,15487,11446,6618,26286,11755,0.8,7578,14531,0.18,0.29,0.8,1.24,0.59,4.6
139,농심,22364,10538,5222,25323,6345,3.4,18425,18978,0.21,0.73,3.4,2.99,0.88,15.17
140,농심홀딩스,5432,2132,2316,11948,2989,4.0,6159,8959,-0.02,0.52,4.0,3.0,0.45,16.15
141,다우기술,22024,142703,102939,193457,169051,1.4,8897,24406,0.21,0.05,1.4,0.14,0.11,5.14
142,키다리스튜디오,196,72,20,187,21,0.7,68,166,0.28,0.36,0.7,7.9,1.05,8.94
143,대교,7631,2852,1522,8303,2135,2.3,5757,6168,0.16,0.69,2.3,2.89,0.92,11.4
144,대구백화점,1200,1347,1625,7002,3903,-4.2,1925,3099,-0.04,0.27,-4.2,0.79,0.17,-12.89
146,대동,6548,4478,4308,7727,5552,0.2,1848,2175,0.02,0.24,0.2,0.39,0.85,2.1
147,대동전자,480,736,136,1710,331,2.1,1037,1379,0.35,0.61,2.1,4.17,0.28,10.99
148,대림B&Co,2472,1142,753,3017,1416,1.3,1328,1601,0.13,0.44,1.3,1.13,0.82,6.56
149,DL,109845,63666,45300,128337,67835,5.2,47930,60502,0.14,0.37,5.2,0.89,0.86,19.24
150,삼일씨엔에스,2056,1771,519,3389,624,-2.1,1897,2765,0.37,0.56,-2.1,4.43,0.61,-2.43
151,대림통상,2013,1178,891,1993,925,-0.6,176,1068,0.14,0.09,-0.6,1.15,1.01,0.01
152,대상,29568,9049,7385,21990,12703,2.9,6510,9287,0.08,0.3,2.9,0.73,1.34,11.86
153,대상홀딩스,33980,10812,8396,26296,15348,1.7,2390,10948,0.09,0.09,1.7,0.71,1.29,7.56
154,대성산업,9455,1829,3342,10928,6414,-0.6,3484,4514,-0.14,0.32,-0.6,0.7,0.87,-0.41
155,대성에너지,7710,2129,2173,6539,3519,2.0,689,3020,-0.01,0.11,2.0,0.86,1.18,8.44
156,대성홀딩스,9098,3447,3064,11173,5847,2.1,3978,5326,0.03,0.36,2.1,0.91,0.81,8.83
158,대우건설,106055,52796,49929,87338,64161,3.4,-138,23177,0.03,-0.0,3.4,0.36,1.21,12.68
159,대우조선해양,96444,73500,53568,119185,80783,2.7,6470,38402,0.17,0.05,2.7,0.48,0.81,10.28
160,대웅,12313,7342,3825,15922,6279,2.1,4261,9643,0.22,0.27,2.1,1.54,0.77,9.27
161,대웅제약,10314,5157,3674,12078,6000,-1.3,4229,6078,0.12,0.35,-1.3,1.01,0.85,-2.2
162,대원강업,9954,3522,3796,10858,5150,2.1,4305,5708,-0.03,0.4,2.1,1.11,0.92,9.04
163,대원전선,4295,1473,992,1915,1101,0.6,433,814,0.25,0.23,0.6,0.74,2.24,5.28
164,대원제약,2867,1067,577,2754,922,9.3,1678,1832,0.18,0.61,9.3,1.99,1.04,33.99
165,대원화성,1146,748,445,1248,516,0.9,295,732,0.24,0.24,0.9,1.42,0.92,5.37
166,대유에이텍,11102,3822,5512,8896,7192,-4.5,-154,1704,-0.19,-0.02,-4.5,0.24,1.25,-13.71
167,대유플러스,5034,2455,1989,10000,8631,1.9,-507,1369,0.05,-0.05,1.9,0.16,0.5,6.86
168,대창,9513,3082,2950,5694,3536,2.2,771,2158,0.02,0.14,2.2,0.61,1.67,9.51
169,대창단조,3205,1586,374,2290,477,5.6,1599,1813,0.53,0.7,5.6,3.8,1.4,23.77
170,대한방직,2090,1672,682,2675,907,4.0,1445,1768,0.37,0.54,4.0,1.95,0.78,16.35
171,대한유화,25540,4287,1348,19839,2828,13.0,14016,17011,0.15,0.71,13.0,6.02,1.29,48.97
172,대한전선,16488,6318,3667,11729,8510,-0.5,2093,3219,0.23,0.18,-0.5,0.38,1.41,0.51
173,대한제강,11338,3498,1947,6571,2222,-2.5,4086,4349,0.24,0.62,-2.5,1.96,1.73,-4.19
174,대한제당,12084,5065,3894,11354,6835,0.9,2379,4519,0.1,0.21,0.9,0.66,1.06,4.84
175,대한제분,8646,4680,1543,9197,1707,5.7,6887,7490,0.34,0.75,5.7,4.39,0.94,23.84
176,대한항공,130116,37500,75568,258425,226799,-0.6,2126,31626,-0.15,0.01,-0.6,0.14,0.5,-1.56
177,대한해운,12846,4984,7813,29329,21534,2.8,3302,7795,-0.1,0.11,2.8,0.36,0.44,9.93
178,더존비즈온,2269,1493,891,2787,965,15.4,1451,1822,0.22,0.52,15.4,1.89,0.81,53.76
179,덕성,837,584,280,1006,377,-2.0,464,629,0.3,0.46,-2.0,1.67,0.83,-3.76
180,덕양산업,12922,3287,3664,5263,4490,-0.5,72,773,-0.07,0.01,-0.5,0.17,2.46,0.84
181,덴티움,1863,1699,1404,4368,2421,9.2,1597,1947,0.07,0.37,9.2,0.8,0.43,31.87
182,도화엔지니어링,4025,1561,1233,3759,1272,3.9,2028,2487,0.09,0.54,3.9,1.96,1.07,15.98
183,케이비아이동국실업,6509,2034,3406,5703,3909,-1.8,1386,1794,-0.24,0.24,-1.8,0.46,1.14,-4.48
184,동국제강,59649,21739,32291,57302,36980,-5.2,4838,20322,-0.18,0.08,-5.2,0.55,1.04,-15.9
185,동방,5264,1318,3277,5541,4239,2.9,277,1302,-0.35,0.05,2.9,0.31,0.95,10.36
186,동방아그로,1211,1262,276,1857,527,3.4,1314,1330,0.53,0.71,3.4,2.52,0.65,15.01
187,동부건설,8982,4421,2476,7138,3519,11.0,1704,3619,0.27,0.24,11.0,1.03,1.26,38.84
188,KG스틸,25451,8859,10191,25061,24996,-2.6,-8863,65,-0.05,-0.35,-2.6,0.0,1.02,-8.11
189,동서,5635,7127,585,14322,1420,8.5,11610,12902,0.46,0.81,8.5,9.09,0.39,35.58
190,동성케미컬,8131,3337,3311,8081,4074,-0.6,932,4007,0.0,0.12,-0.6,0.98,1.01,-0.22
191,동성화학,2043,1112,701,1902,798,2.6,590,1104,0.22,0.31,2.6,1.38,1.07,11.17
192,동아쏘시오홀딩스,7075,2917,3199,12419,5062,-12.1,4780,7357,-0.02,0.38,-12.1,1.45,0.57,-37.98
193,다스코,2408,1277,753,2124,857,8.3,988,1267,0.25,0.47,8.3,1.48,1.13,30.36
194,동아에스티,5674,4265,2690,9487,3693,0.9,1026,5794,0.17,0.11,0.9,1.57,0.6,4.87
195,동아지질,3607,2104,1090,2848,1100,6.9,1274,1748,0.36,0.45,6.9,1.59,1.27,26.05
197,동양,5297,4122,1229,9776,1434,0.3,1490,8342,0.3,0.15,0.3,5.82,0.54,5.59
198,동양고속,1323,356,595,1959,833,0.7,506,1126,-0.12,0.26,0.7,1.35,0.68,4.02
199,비케이탑스,700,1001,976,1906,1022,-8.0,-498,884,0.01,-0.26,-8.0,0.86,0.37,-25.87
200,TYM,5899,3616,3235,5815,4773,-4.1,453,1042,0.07,0.08,-4.1,0.22,1.01,-12.19
201,동양철관,1620,808,794,1636,846,-4.2,-325,790,0.01,-0.2,-4.2,0.93,0.99,-12.58
202,동양피스톤,3322,1373,1697,3176,2221,3.8,701,955,-0.1,0.22,3.8,0.43,1.05,14.03
203,넥스트사이언스,132,879,624,1600,876,-10.1,-251,724,0.16,-0.16,-10.1,0.83,0.08,-32.78
204,동원F&B,28025,6314,3417,14036,7711,4.1,5260,6325,0.21,0.37,4.1,0.82,2.0,16.79
205,동원금속,4586,1293,3125,4880,4434,-3.5,29,446,-0.38,0.01,-3.5,0.1,0.94,-10.99
206,동원산업,24446,10090,8558,25922,16186,2.8,9204,9736,0.06,0.36,2.8,0.6,0.94,11.12
207,동원수산,1420,583,258,954,506,1.4,63,448,0.34,0.07,1.4,0.89,1.49,7.15
208,동원시스템즈,10263,4649,3687,11241,5875,5.5,1909,5366,0.09,0.17,5.5,0.91,0.91,19.95
209,동일고무벨트,2630,1549,817,2848,978,3.7,783,1870,0.26,0.27,3.7,1.91,0.92,14.97
210,DI동일,9093,3189,3221,9476,4350,1.5,5074,5126,-0.0,0.54,1.5,1.18,0.96,7.37
211,동일산업,3910,2993,485,4097,548,3.9,3422,3549,0.61,0.84,3.9,6.48,0.95,19.62
212,동화약품,3066,2279,608,3706,732,2.7,2431,2974,0.45,0.66,2.7,4.06,0.83,13.64
213,두산,174493,115859,133169,288803,217352,-1.2,9601,71451,-0.06,0.03,-1.2,0.33,0.6,-3.19
214,두산건설,13342,12403,17067,30300,19654,-9.8,-1284,10646,-0.15,-0.04,-9.8,0.54,0.44,-31.81
215,두산밥캣,39708,16837,9635,64463,27067,4.2,9991,37396,0.11,0.15,4.2,1.38,0.62,15.65
216,HSD엔진,5113,2818,4903,7434,5124,-1.9,61,2310,-0.28,0.01,-1.9,0.45,0.69,-5.63
217,현대두산인프라코어,77301,44268,37786,110292,72084,3.7,10492,38208,0.06,0.1,3.7,0.53,0.7,13.44
218,두산중공업,147611,97822,115046,248149,185965,-1.7,-1489,62184,-0.07,-0.01,-1.7,0.33,0.59,-4.92
219,두올,4831,1820,1322,3466,1827,4.4,672,1639,0.14,0.19,4.4,0.9,1.39,16.88
220,디아이,1960,887,492,2105,664,7.1,783,1441,0.19,0.37,7.1,2.17,0.93,26.41
221,디아이씨,5532,3287,5038,8103,6238,-0.9,702,1865,-0.22,0.09,-0.9,0.3,0.68,-2.25
222,디와이,8910,4129,2151,7425,2967,3.1,2487,4458,0.27,0.33,3.1,1.5,1.2,13.11
223,디와이파워,3857,1458,917,2585,1084,9.9,631,1501,0.21,0.24,9.9,1.38,1.49,35.57
224,디티알오토모티브,9085,4547,2843,8708,3072,7.1,8317,5636,0.2,0.96,7.1,1.83,1.04,27.15
225,스틱인베스트먼트,1577,1203,441,1937,460,6.1,920,1477,0.39,0.47,6.1,3.21,0.81,23.99
226,락앤락,4343,3777,616,7394,788,4.2,3761,6606,0.43,0.51,4.2,8.38,0.59,20.71
227,롯데관광개발,761,2201,745,5068,2258,-24.9,-2452,2810,0.29,-0.48,-24.9,1.24,0.15,-81.6
228,롯데쇼핑,178208,57084,66037,262593,138319,-1.7,109916,124274,-0.03,0.42,-1.7,0.9,0.68,-3.84
229,롯데정밀화학,13717,7164,2285,17000,3221,12.9,9460,13779,0.29,0.56,12.9,4.28,0.81,47.08
231,롯데지주,72712,154769,163397,276183,191849,0.5,60294,84334,-0.03,0.22,0.5,0.44,0.26,2.45
232,롯데칠성,23463,6887,6890,33113,20739,-1.5,20833,12374,-0.0,0.63,-1.5,0.6,0.71,-3.0
233,롯데케미칼,160731,81439,39614,207991,72548,8.1,117847,135443,0.2,0.57,8.1,1.87,0.77,29.66
234,롯데푸드,18108,4502,1810,12083,5258,3.5,9117,6825,0.22,0.75,3.5,1.3,1.5,15.14
235,마니커,2691,370,792,1933,899,-5.1,-374,1034,-0.22,-0.19,-5.1,1.15,1.39,-15.28
236,만도,56648,19727,18358,44373,29555,2.5,6812,14818,0.03,0.15,2.5,0.5,1.28,10.07
237,쎌마테라퓨틱스,378,108,154,195,159,-56.7,-222,36,-0.24,-1.14,-56.7,0.23,1.94,-186.92
239,명문제약,1475,1070,1234,2431,1500,0.1,151,931,-0.07,0.06,0.1,0.62,0.61,1.31
240,모나미,1352,777,551,1706,961,0.5,297,745,0.13,0.17,0.5,0.78,0.79,3.3
241,모토닉,1953,3389,254,4324,295,2.0,3699,4029,0.73,0.86,2.0,13.66,0.45,17.33
242,무림P&P,6512,4149,4625,13560,7216,5.7,3448,6344,-0.04,0.25,5.7,0.88,0.48,20.12
243,무림페이퍼,11091,6705,7947,20143,13467,3.1,1680,6676,-0.06,0.08,3.1,0.5,0.55,11.12
244,무학,1937,761,1005,6190,1125,-3.1,4867,5065,-0.04,0.79,-3.1,4.5,0.31,-6.16
245,미래산업,345,474,161,687,211,-17.4,-501,476,0.46,-0.73,-17.4,2.26,0.5,-56.03
247,미원상사,3286,1117,342,2455,479,9.0,1565,1976,0.32,0.64,9.0,4.13,1.34,34.8
249,미원홀딩스,1420,684,489,2220,899,5.1,326,1321,0.09,0.15,5.1,1.47,0.64,18.67
250,미창석유,3163,2127,317,2832,331,3.8,2399,2501,0.64,0.85,3.8,7.56,1.12,20.15
252,방림,1319,1484,417,2369,470,2.4,858,1899,0.45,0.36,2.4,4.04,0.56,11.95
253,백광산업,1755,405,1052,2977,1438,7.7,70,1539,-0.22,0.02,7.7,1.07,0.59,26.41
254,태경비케이,2126,784,726,2938,1009,2.0,682,1929,0.02,0.23,2.0,1.91,0.72,8.81
255,백산,3231,1774,1315,2947,1566,6.1,997,1381,0.16,0.34,6.1,0.88,1.1,22.42
256,범양건영,1556,650,591,1184,682,4.5,-328,502,0.05,-0.28,4.5,0.74,1.31,16.27
257,벽산,4324,2275,1218,4746,1789,1.8,1845,2957,0.22,0.39,1.8,1.65,0.91,8.65
258,보령제약,4604,2245,1297,4500,1939,4.8,2468,2561,0.21,0.55,4.8,1.32,1.02,18.67
